row_label_raw,row_label_full,col_0,31/12/2020VND,1/1/2020VNDĐã điều chỉnh lại,numeric__31/12/2020VND,numeric__1/1/2020VNDĐã điều chỉnh lại
Phải nộp Quỹ Hỗ trợ sắp xếp và phát triển doanh nghiệp (*),Phải nộp Quỹ Hỗ trợ sắp xếp và phát triển doanh nghiệp (*),Phải nộp Quỹ Hỗ trợ sắp xếp và phát triển doanh nghiệp (*),-,357.614.866.635,,357614866635.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,5.541.457.920,5.519.860.883,5541457920.0,5519860883.0
"Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế",41.004.920.741,30.096.315.904,41004920741.0,30096315904.0
Phải trả lãi vay cho công ty mua bán nợ và tài sản tồn động của doanh nghiệp,Phải trả lãi vay cho công ty mua bán nợ và tài sản tồn động của doanh nghiệp,Phải trả lãi vay cho công ty mua bán nợ và tài sản tồn động của doanh nghiệp,12.417.470.886,15.317.470.886,12417470886.0,15317470886.0
Phải trả lãi vay khác,Phải trả lãi vay khác,Phải trả lãi vay khác,4.527.808.299,6.271.087.244,4527808299.0,6271087244.0
Quỹ từ thiện,Quỹ từ thiện,Quỹ từ thiện,3.942.941.831,3.783.576.478,3942941831.0,3783576478.0
"Vốn xây dựng cơ bản thuộc trách nhiệm của Tập đoàn cho các trường đào tạo thực hiện dự án nâng cấp, mở rộng trường theo Quyết định số 16932/BTC-TCDN(Thuyết minh 6)","Vốn xây dựng cơ bản thuộc trách nhiệm của Tập đoàn cho các trường đào tạo thực hiện dự án nâng cấp, mở rộng trường theo Quyết định số 16932/BTC-TCDN(Thuyết minh 6)","Vốn xây dựng cơ bản thuộc trách nhiệm của Tập đoàn cho các trường đào tạo thực hiện dự án nâng cấp, mở rộng trường theo Quyết định số 16932/BTC-TCDN(Thuyết minh 6)",7.562.091.012,7.562.091.012,7562091012.0,7562091012.0
Phải trả về sữa chữa tài sản cổ định,Phải trả về sữa chữa tài sản cổ định,Phải trả về sữa chữa tài sản cổ định,9.479.266.140,-,9479266140.0,
Tiền thường kết quả công việc phải trả,Tiền thường kết quả công việc phải trả,Tiền thường kết quả công việc phải trả,6.971.271.668,-,6971271668.0,
Nhận ký quỹ và ký cược ngắn hạn,Nhận ký quỹ và ký cược ngắn hạn,Nhận ký quỹ và ký cược ngắn hạn,3.343.527.156,1.186.167.455,3343527156.0,1186167455.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,35.243.941.550,28.712.335.951,35243941550.0,28712335951.0
,,,130.034.697.203,456.063.772.448,130034697203.0,456063772448.0
