row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2020VND,1/1/2020VND,,
Công ty TNHH Coats Phong Phú,Công ty TNHH Coats Phong Phú,Công ty TNHH Coats Phong Phú,64.524.416.090,52.016.834.147,64524416090.0,52016834147.0
Tổng Công ty Đức Giang – CTCP,Tổng Công ty Đức Giang – CTCP,Tổng Công ty Đức Giang – CTCP,54.531.890.534,62.592.362.801,54531890534.0,62592362801.0
Công ty Cổ phần Dệt may Nha Trang,Công ty Cổ phần Dệt may Nha Trang,Công ty Cổ phần Dệt may Nha Trang,52.087.087.704,74.306.054.746,52087087704.0,74306054746.0
Công ty Cổ phần Hòa Thọ - Quảng Nam,Công ty Cổ phần Hòa Thọ - Quảng Nam,Công ty Cổ phần Hòa Thọ - Quảng Nam,12.453.389.509,8.603.204.098,12453389509.0,8603204098.0
Tổng Công ty Việt Thắng – CTCP,Tổng Công ty Việt Thắng – CTCP,Tổng Công ty Việt Thắng – CTCP,16.273.412.441,76.287.430,16273412441.0,76287430.0
Tổng Công ty May 10 – CTCP,Tổng Công ty May 10 – CTCP,Tổng Công ty May 10 – CTCP,391.697.226,5.308.001.975,391697226.0,5308001975.0
Công ty Cổ phần Xúc tiến Thương mại và Đầu tư Phong Phú,Công ty Cổ phần Xúc tiến Thương mại và Đầu tư Phong Phú,Công ty Cổ phần Xúc tiến Thương mại và Đầu tư Phong Phú,281.354.761,1.892.851.344,281354761.0,1892851344.0
Tổng Công Ty May Nhà Bè – CTCP,Tổng Công Ty May Nhà Bè – CTCP,Tổng Công Ty May Nhà Bè – CTCP,-,483.390.499,,483390499.0
Công ty Cổ phần Dệt may Liên Phương,Công ty Cổ phần Dệt may Liên Phương,Công ty Cổ phần Dệt may Liên Phương,-,54.749.600.400,,54749600400.0
Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,1.456.024.385,-,1456024385.0,
,,,201.999.272.650,260.028.587.440,201999272650.0,260028587440.0
