row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 VND,1/1/2020 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 VND,numeric__1/1/2020 VND Đã điều chỉnh lại
Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,10.717.740.213.003,10.488.681.153.946,200.0,,10717740213003.0,10488681153946.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,177.693.218.813,317.290.610.714,210.0,,177693218813.0,317290610714.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,9,73.252.550.383,6.302.200.000,215.0,9.0,73252550383.0,6302200000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,10(b),207.350.593.226,413.911.005.510,216.0,,207350593226.0,413911005510.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,11,(102.909.924.796),(102.922.594.796),219.0,11.0,-102909924796.0,-102922594796.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,6.342.391.068.019,6.819.610.165.215,220.0,,6342391068019.0,6819610165215.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,13,6.116.605.323.922,6.576.001.310.029,221.0,13.0,6116605323922.0,6576001310029.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,12.929.157.965.738,12.858.122.123.460,222.0,,12929157965738.0,12858122123460.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(6.812.552.641.816),(6.282.120.813.431),223.0,,-6812552641816.0,-6282120813431.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,14,110.601.877.481,120.962.708.756,224.0,14.0,110601877481.0,120962708756.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,163.990.886.048,160.507.724.393,225.0,,163990886048.0,160507724393.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(53.389.008.567),(39.545.015.637),226.0,,-53389008567.0,-39545015637.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,15,115.183.866.616,122.646.146.430,227.0,15.0,115183866616.0,122646146430.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,172.623.057.619,172.023.713.283,228.0,,172623057619.0,172023713283.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(57.439.191.003),(49.377.566.853),229.0,,-57439191003.0,-49377566853.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,16,425.793.709.995,324.297.220.190,230.0,16.0,425793709995.0,324297220190.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,516.342.244.659,377.248.278.173,231.0,,516342244659.0,377248278173.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(90.548.534.664),(52.951.057.983),232.0,,-90548534664.0,-52951057983.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,891.647.317.734,304.911.956.611,240.0,,891647317734.0,304911956611.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,17,226.719.742.686,-,241.0,17.0,226719742686.0,
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,18,664.927.575.048,304.911.956.611,242.0,18.0,664927575048.0,304911956611.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,2.487.165.893.856,2.335.170.245.842,250.0,,2487165893856.0,2335170245842.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,7(b),2.327.818.556.728,2.142.674.504.385,252.0,,2327818556728.0,2142674504385.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,7(b),216.863.877.154,217.063.877.154,253.0,,216863877154.0,217063877154.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,7(b),(61.716.540.026),(28.268.135.697),254.0,,-61716540026.0,-28268135697.0
Đầu tư năm giữ đến ngày đáo hạn,Đầu tư năm giữ đến ngày đáo hạn,Đầu tư năm giữ đến ngày đáo hạn,255,7(a),4.200.000.000,3.700.000.000,255.0,,4200000000.0,3700000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,393.049.004.586,387.400.955.374,260.0,,393049004586.0,387400955374.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,19(b),388.569.533.904,381.972.481.387,261.0,,388569533904.0,381972481387.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,20,3.698.111.749,4.647.115.054,262.0,20.0,3698111749.0,4647115054.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,781.358.933,781.358.933,268.0,,781358933.0,781358933.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,18.019.676.441.742,19.816.522.280.465,270.0,,18019676441742.0,19816522280465.0
