row_label_raw,row_label_full,col_0,col_1,31/12/2023VND,01/01/2023VND,numeric__col_1,numeric__31/12/2023VND,numeric__01/01/2023VND
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,6.320.211.932,6.356.777.526,,6320211932.0,6356777526.0
Công ty CP Bắt động sảnD.I.C,Công ty CP Bắt động sảnD.I.C,Công ty CP Bắt động sảnD.I.C,Bản hàng và cung cấp dịch vụ,6.191.469.446,6.191.469.446,,6191469446.0,6191469446.0
Công ty CP Đầu tư Phát triển- Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển- Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển- Xây dựng (DIC) Số 2,Cung cấp dịch vụ,128.742.486,128.742.486,,128742486.0,128742486.0
Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Cung cấp dịch vụ,-,18.600.000,,,18600000.0
Công ty CP Đầu tư Phát triểnXây dựng Số 1,Công ty CP Đầu tư Phát triểnXây dựng Số 1,Công ty CP Đầu tư Phát triểnXây dựng Số 1,Cung cấp dịch vụ,-,17.965.594,,,17965594.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,186.499.974.132,186.499.974.132,,186499974132.0,186499974132.0
Công ty CP Đầu tư Phát triểnPhương Nam,Công ty CP Đầu tư Phát triểnPhương Nam,Công ty CP Đầu tư Phát triểnPhương Nam,Trả trước thực hiện dự án,186.499.974.132,186.499.974.132,,186499974132.0,186499974132.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,292.850.000.000,294.230.000.000,,292850000000.0,294230000000.0
Công ty CP Đầu tư Phát triểnPhương Nam,Công ty CP Đầu tư Phát triểnPhương Nam,Công ty CP Đầu tư Phát triểnPhương Nam,Cho vay,240.350.000.000,241.430.000.000,,240350000000.0,241430000000.0
Công ty CP Gạch men Anh Em,Công ty CP Gạch men Anh Em,Công ty CP Gạch men Anh Em,Cho vay,52.500.000.000,52.800.000.000,,52500000000.0,52800000000.0
