row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2023,01/01/2023,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023,numeric__01/01/2023
A. TÀI SẢN NGÁN HẠN,A. TÀI SẢN NGÁN HẠN,A. TÀI SẢN NGÁN HẠN,100,,12.251.224.637.229,9.196.169.722.932,100.0,,12251224637229.0,9196169722932.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,2.199.766.875.022,226.795.681.595,110.0,,2199766875022.0,226795681595.0
1. Tiền,1. Tiền,1. Tiền,111,,2.189.898.549.782,217.305.466.176,111.0,,2189898549782.0,217305466176.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,9.868.325.240,9.490.215.419,112.0,,9868325240.0,9490215419.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,127.910.000.000,127.900.000.000,120.0,,127910000000.0,127900000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,V.2,127.910.000.000,127.900.000.000,123.0,,127910000000.0,127900000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,4.489.748.205.455,4.086.779.198.967,130.0,,4489748205455.0,4086779198967.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.3,819.716.346.027,980.493.178.973,131.0,,819716346027.0,980493178973.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4,209.629.776.981,205.940.911.552,132.0,,209629776981.0,205940911552.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.5,292.850.000.000,294.230.000.000,135.0,,292850000000.0,294230000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.6,3.182.394.039.351,2.620.957.065.346,136.0,,3182394039351.0,2620957065346.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(14.841.956.904),(14.841.956.904),137.0,,-14841956904.0,-14841956904.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.8,5.236.751.441.631,4.566.340.198.977,140.0,,5236751441631.0,4566340198977.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,5.236.751.441.631,4.566.340.198.977,141.0,,5236751441631.0,4566340198977.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,197.048.115.121,188.354.643.393,150.0,,197048115121.0,188354643393.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.9,166.691.629.099,154.700.653.988,151.0,,166691629099.0,154700653988.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,13.143.585.479,20.899.832.525,152.0,,13143585479.0,20899832525.0
