row_label_raw,row_label_full,col_0,31/12/2023,31/12/2023_1,31/12/2023_2,01/01/2023,01/01/2023_1,01/01/2023_2,numeric__31/12/2023,numeric__31/12/2023_1,numeric__31/12/2023_2,numeric__01/01/2023,numeric__01/01/2023_1,numeric__01/01/2023_2
,,,Tỷ lệ%,Giá gốcVND,Dự phòngVND,Tỷ lệ%,Giá gốcVND,Dự phòngVND,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,2.100.696.733.295,(117.420.273.924),,2.323.937.963.353,(123.283.214.885),,2100696733295.0,-117420273924.0,,2323937963353.0,-123283214885.0
Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,"78,30",784.498.221.388,(38.187.842.201),"78,30",784.498.221.388,(36.828.261.821),78.3,784498221388.0,-38187842201.0,78.3,784498221388.0,-36828261821.0
Công ty CP Gạch men Anh Em DIC,Công ty CP Gạch men Anh Em DIC,Công ty CP Gạch men Anh Em DIC,"89,03",75.250.000.000,(75.250.000.000),"89,03",75.250.000.000,(75.250.000.000),89.03,75250000000.0,-75250000000.0,89.03,75250000000.0,-75250000000.0
Công ty CP Đầu tư Phát triển Xây dựng Số 1,Công ty CP Đầu tư Phát triển Xây dựng Số 1,Công ty CP Đầu tư Phát triển Xây dựng Số 1,"51,68",14.726.900.000,-,"51,67",14.726.900.000,-,51.68,14726900000.0,,51.67,14726900000.0,
Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,"50,14",31.782.796.574,-,"50,13",31.782.796.574,-,50.14,31782796574.0,,50.13,31782796574.0,
Công ty CP Đầu tư Phát triển Tầm nhìn DIC,Công ty CP Đầu tư Phát triển Tầm nhìn DIC,Công ty CP Đầu tư Phát triển Tầm nhìn DIC,"98,67",59.200.000.000,(3.907.275.506),"98,67",29.600.000.000,(2.501.751.512),98.67,59200000000.0,-3907275506.0,98.67,29600000000.0,-2501751512.0
Công ty TNHH Đại Phước Thiên An,Công ty TNHH Đại Phước Thiên An,Công ty TNHH Đại Phước Thiên An,"99,96",1.133.538.347.100,-,"99,96",1.133.538.347.100,-,99.96,1133538347100.0,,99.96,1133538347100.0,
Công ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu,Công ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu,Công ty TNHH MTV Đầu Tư Phát Triển Đô Thị và Khu,100,1.700.468.233,(75.156.217),100,300.000.000,-,100.0,1700468233.0,-75156217.0,100.0,300000000.0,
Công Nghiệp DIC,Công Nghiệp DIC,Công Nghiệp DIC,,,,,,,,,,,,
Công ty CP Thủy Cung DIG (i),Công Nghiệp DIC > Công ty CP Thủy Cung DIG (i),Công ty CP Thủy Cung DIG (i),-,-,-,"95,0",147.250.000.000,-,,,,95.0,147250000000.0,
