row_label_raw,row_label_full,col_0,31/12/2023 > Giá gốc VND,31/12/2023 > Giá trị ghi số VND,01/01/2023 > Giá gốc VND,01/01/2023 > Giá trị ghi số VND,numeric__31/12/2023 > Giá gốc VND,numeric__31/12/2023 > Giá trị ghi số VND,numeric__01/01/2023 > Giá gốc VND,numeric__01/01/2023 > Giá trị ghi số VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,127.910.000.000,127.910.000.000,127.900.000.000,127.900.000.000,127910000000.0,127910000000.0,127900000000.0,127900000000.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),127.910.000.000,127.910.000.000,127.900.000.000,127.900.000.000,127910000000.0,127910000000.0,127900000000.0,127900000000.0
Dài hạn,Dài hạn,Dài hạn,34.000.000.000,34.000.000.000,29.000.000.000,29.000.000.000,34000000000.0,34000000000.0,29000000000.0,29000000000.0
Trải phiếu (ii),Trải phiếu (ii),Trải phiếu (ii),34.000.000.000,34.000.000.000,29.000.000.000,29.000.000.000,34000000000.0,34000000000.0,29000000000.0,29000000000.0
Cộng,Cộng,Cộng,161.910.000.000,161.910.000.000,156.900.000.000,156.900.000.000,161910000000.0,161910000000.0,156900000000.0,156900000000.0
