row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,Ngành nghề kính doanh chính,Tỷ lệ biểu quyết,Tỷ lệ lợi ích,numeric__Tên Công ty,numeric__Địa chỉ,numeric__Ngành nghề kính doanh chính,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ lợi ích
1.,1.,1.,Công ty CP Xây dựng DIC Holdings,"Tòa nhà Ruby Tower - số 12, đường 3 tháng 2, Phường 8, Thành phố Vũng Tàu, Tĩnh Bà Rịa - Vũng Tàu",Xây lắp,"35,89","35,89",,,,35.89,35.89
2.,2.,2.,Công ty CP Bất động sản D.I.C,"Số 118 Gateway B, Phường Nguyễn An Ninh, Thành phố Vũng Tàu, Tĩnh Bà Rịa - Vũng Tàu",Bất động sản,"42,68","42,68",,,,42.68,42.68
3.,3.,3.,Công ty CP Đầu tư Phát triển Xây dựng - Bê tông,"Số 169 Thủy Vân, Phường 8, Thành phố Vũng Tàu, Tĩnh Bà Rịa - Vũng Tàu",Sản xuất bê tông,"36,00","36,00",,,,36.0,36.0
4.,4.,4.,Công ty CP Đầu tư Phát triển Phương Nam,"Số 15 Thi Sách, Phường Thắng Tam, Thành phố Vũng Tàu, Tĩnh Bà Rịa - Vũng Tàu",Dịch vụ lưu trú ngắn ngày,"43,35","43,35",,,,43.35,43.35
