row_label_raw,row_label_full,Dự án Khu dân cư Nam Cầu Cẩm Lệ,Số cuối năm > 585.889.349.048,Số đầu năm > 585.817.218.686,numeric__Số cuối năm > 585.889.349.048,numeric__Số đầu năm > 585.817.218.686
Dự án Khu nhà ở Tam Bình - Hiệp Bình Phước,Dự án Khu nhà ở Tam Bình - Hiệp Bình Phước,Dự án Khu nhà ở Tam Bình - Hiệp Bình Phước,41.268.261.307,29.081.699.694,41268261307.0,29081699694.0
Dự án điện mặt trời,Dự án điện mặt trời,Dự án điện mặt trời,142.119.679.444,3.338.322.255,142119679444.0,3338322255.0
"Chi phí sản xuất, kinh doanh dở dang khác","Chi phí sản xuất, kinh doanh dở dang khác","Chi phí sản xuất, kinh doanh dở dang khác",67.305.463.907,35.878.800.308,67305463907.0,35878800308.0
Cộng,Cộng,Cộng,836.582.753.706,654.116.040.943,836582753706.0,654116040943.0
