row_label_raw,row_label_full,20.1 Doanh thu chưa thực hiện ngắn hạn,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Doanh thu cho thuê bất động sản nhận trước,Doanh thu cho thuê bất động sản nhận trước,Doanh thu cho thuê bất động sản nhận trước,9.315.903.808,8.054.246.209,9315903808.0,8054246209.0
Doanh thu chưa thực hiện từ hoạt động bán hàng có điều kiện,Doanh thu chưa thực hiện từ hoạt động bán hàng có điều kiện,Doanh thu chưa thực hiện từ hoạt động bán hàng có điều kiện,8.880.549.974,7.328.781.383,8880549974.0,7328781383.0
Doanh thu chưa thực hiện từ hoạt động bán bảo hiểm,Doanh thu chưa thực hiện từ hoạt động bán bảo hiểm,Doanh thu chưa thực hiện từ hoạt động bán bảo hiểm,388.865.462.299,4.235.580.491,388865462299.0,4235580491.0
Các khoản doanh thu chưa thực hiện khác,Các khoản doanh thu chưa thực hiện khác,Các khoản doanh thu chưa thực hiện khác,1.739.994.686,3.716.532.796,1739994686.0,3716532796.0
Cộng,Cộng,Cộng,408.801.910.767,23.335.140.879,408801910767.0,23335140879.0
