row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
Phải trả người bán là bên thứ ba,Phải trả người bán là bên thứ ba,Phải trả người bán là bên thứ ba,1.200.498.290.074,1.200.498.290.074,782.027.680.649,782.027.680.649,1200498290074.0,1200498290074.0,782027680649.0,782027680649.0
Phải trả hoạt động kinh doanh BDS,Phải trả hoạt động kinh doanh BDS,Phải trả hoạt động kinh doanh BDS,65.214.106.519,65.214.106.519,84.005.353.346,84.005.353.346,65214106519.0,65214106519.0,84005353346.0,84005353346.0
Phải trả hoạt động xây lắp,Phải trả hoạt động xây lắp,Phải trả hoạt động xây lắp,294.399.380.258,294.399.380.258,230.080.268.570,230.080.268.570,294399380258.0,294399380258.0,230080268570.0,230080268570.0
Công ty Cố phần Công nghệ - Viễn Thông ELCOM,Công ty Cố phần Công nghệ - Viễn Thông ELCOM,Công ty Cố phần Công nghệ - Viễn Thông ELCOM,37.563.715.175,37.563.715.175,46.563.715.175,46.563.715.175,37563715175.0,37563715175.0,46563715175.0,46563715175.0
Công ty cổ phần Công nghệ Tiên Phong,Công ty cổ phần Công nghệ Tiên Phong,Công ty cổ phần Công nghệ Tiên Phong,54.174.512.852,54.174.512.852,54.474.512.852,54.474.512.852,54174512852.0,54174512852.0,54474512852.0,54474512852.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,202.661.152.231,202.661.152.231,129.042.040.543,129.042.040.543,202661152231.0,202661152231.0,129042040543.0,129042040543.0
Phải trả hoạt động bán hàng hóa,Phải trả hoạt động bán hàng hóa,Phải trả hoạt động bán hàng hóa,692.852.881.565,692.852.881.565,353.875.077.160,353.875.077.160,692852881565.0,692852881565.0,353875077160.0,353875077160.0
Công ty TNHH Ô Tô Isuzu Việt Nam,Công ty TNHH Ô Tô Isuzu Việt Nam,Công ty TNHH Ô Tô Isuzu Việt Nam,87.894.847.113,87.894.847.113,75.983.124.302,75.983.124.302,87894847113.0,87894847113.0,75983124302.0,75983124302.0
VOLVO CAR CORPORATION,VOLVO CAR CORPORATION,VOLVO CAR CORPORATION,249.864.572.786,249.864.572.786,-,-,249864572786.0,249864572786.0,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,355.093.461.666,355.093.461.666,277.891.952.858,277.891.952.858,355093461666.0,355093461666.0,277891952858.0,277891952858.0
Phải trả hoạt động khác,Phải trả hoạt động khác,Phải trả hoạt động khác,148.031.921.732,148.031.921.732,114.066.981.573,114.066.981.573,148031921732.0,148031921732.0,114066981573.0,114066981573.0
Công ty TNHH Giải pháp thể vàng,Công ty TNHH Giải pháp thể vàng,Công ty TNHH Giải pháp thể vàng,65.673.573.000,65.673.573.000,53.504.499.000,53.504.499.000,65673573000.0,65673573000.0,53504499000.0,53504499000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,82.358.348.732,82.358.348.732,60.562.482.573,60.562.482.573,82358348732.0,82358348732.0,60562482573.0,60562482573.0
Phải trả người bán là bên liên quan,Phải trả người bán là bên liên quan,Phải trả người bán là bên liên quan,15.921.343.923,15.921.343.923,26.132.537.496,26.132.537.496,15921343923.0,15921343923.0,26132537496.0,26132537496.0
Phải trả hoạt động bán hàng hóa,Phải trả hoạt động bán hàng hóa,Phải trả hoạt động bán hàng hóa,13.985.908.402,13.985.908.402,25.487.538.514,25.487.538.514,13985908402.0,13985908402.0,25487538514.0,25487538514.0
Phải trả hoạt động khác,Phải trả hoạt động khác,Phải trả hoạt động khác,1.935.435.521,1.935.435.521,644.998.982,644.998.982,1935435521.0,1935435521.0,644998982.0,644998982.0
