row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,17.436.446.915.050,15.435.698.347.191,,300.0,,17436446915050.0,15435698347191.0
I.,I.,I.,Nợ ngắn hạn,310,,8.875.691.110.240,8.203.106.901.569,,310.0,,8875691110240.0,8203106901569.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.16,1.216.419.633.997,808.160.218.145,,311.0,,1216419633997.0,808160218145.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.17.1,334.024.851.724,263.646.632.221,,312.0,,334024851724.0,263646632221.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.18.1,271.423.182.220,160.282.823.518,,313.0,,271423182220.0,160282823518.0
4.,4.,4.,Phải trả người lao động,314,,283.021.426.500,177.954.212.167,,314.0,,283021426500.0,177954212167.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.19.1,213.258.713.037,134.424.958.036,,315.0,,213258713037.0,134424958036.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,V.20.1,408.801.910.767,23.335.140.879,,318.0,,408801910767.0,23335140879.0
7.,7.,7.,Phải trả ngắn hạn khác,319,V.21.1,1.948.532.411.042,3.215.250.032.504,,319.0,,1948532411042.0,3215250032504.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,V.23.1,4.074.425.503.531,3.320.054.415.219,,320.0,,4074425503531.0,3320054415219.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,V.22.1,88.601.102.590,63.278.574.697,,321.0,,88601102590.0,63278574697.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,37.182.374.832,36.719.894.183,,322.0,,37182374832.0,36719894183.0
II.,II.,II.,Nợ dài hạn,330,,8.560.755.804.810,7.232.591.445.622,,330.0,,8560755804810.0,7232591445622.0
1.,1.,1.,Phải trả người bán dài hạn,331,,5.800.920.000,-,,331.0,,5800920000.0,
2.,2.,2.,Người mua trả tiền trước dài hạn,332,V.17.2,42.703.951.553,77.999.898.748,,332.0,,42703951553.0,77999898748.0
3.,3.,3.,Chi phí phải trả dài hạn,333,V.19.2,1.808.699.047,1.514.764.261,,333.0,,1808699047.0,1514764261.0
4.,4.,4.,Doanh thu chưa thực hiện dài hạn,336,V.20.2,47.698.778.169,56.401.300.730,,336.0,,47698778169.0,56401300730.0
5.,5.,5.,Phải trả dài hạn khác,337,V.21.2,1.686.223.346.114,1.537.179.531.474,,337.0,,1686223346114.0,1537179531474.0
6.,6.,6.,Vay và nợ thuê tài chính dài hạn,338,V.23.2,6.141.452.367.019,4.903.655.354.786,,338.0,,6141452367019.0,4903655354786.0
7.,7.,7.,Thuế thu nhập hoãn lại phải trả,341,,578.052.263.702,589.999.070.937,,341.0,,578052263702.0,589999070937.0
8.,8.,8.,Dự phòng phải trả dài hạn,342,V.22.2,57.015.479.206,65.841.524.686,,342.0,,57015479206.0,65841524686.0
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,11.550.866.462.297,11.313.300.785.095,,400.0,,11550866462297.0,11313300785095.0
I.,I.,I.,Vốn chủ sở hữu,410,V.24,11.550.866.462.297,11.313.300.785.095,,410.0,,11550866462297.0,11313300785095.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,8.925.119.650.000,8.925.119.650.000,,411.0,,8925119650000.0,8925119650000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,8.925.119.650.000,8.925.119.650.000,,,,8925119650000.0,8925119650000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,(790.435.631.426),(790.282.631.426),,412.0,,-790435631426.0,-790282631426.0
3.,3.,3.,Vốn khác của chủ sở hữu,414,,7.688.472.567,-,,414.0,,7688472567.0,
4.,4.,4.,Quỹ đầu tư phát triển,418,,125.326.835.329,125.326.835.329,,418.0,,125326835329.0,125326835329.0
5.,5.,5.,Quỹ khác thuộc vốn chủ sở hữu,420,,190.529.621,-,,420.0,,190529621.0,
6.,6.,6.,Lợi nhuận sau thuế chưa phân phối,421,,327.382.257.116,239.587.173.906,,421.0,,327382257116.0,239587173906.0
-,-,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,47.069.449.308,192.391.330.127,,,,47069449308.0,192391330127.0
-,-,-,LNST chưa phân phối kỳ này,421b,,280.312.807.808,47.195.843.779,,,,280312807808.0,47195843779.0
7.,7.,7.,Lợi ích cổ đông không kiểm soát,429,,2.955.594.349.090,2.813.549.757.286,,429.0,,2955594349090.0,2813549757286.0
,,,TỔNG CỘNG NGUỒN VỐN,440,,28.987.313.377.347,26.748.999.132.286,,440.0,,28987313377347.0,26748999132286.0
