row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B -,B -,B -,TÀI SẢN DÀI HẠN,200,,16.682.948.332.648,16.448.944.940.776,,200.0,,16682948332648.0,16448944940776.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.274.068.077.720,680.381.099.250,,210.0,,1274068077720.0,680381099250.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,V.3.2,6.250.000.000,-,,211.0,,6250000000.0,
2.,2.,2.,Trả trước cho người bán dài hạn,212,V.4.2,103.618.779.409,326.346.850.000,,212.0,,103618779409.0,326346850000.0
3.,3.,3.,Phải thu về cho vay dài hạn,215,V.5.2,30.216.000.000,282.000.000,,215.0,,30216000000.0,282000000.0
4.,4.,4.,Phải thu dài hạn khác,216,V.6.2,1.138.968.330.137,358.737.281.076,,216.0,,1138968330137.0,358737281076.0
5.,5.,5.,Dự phòng phải thu dài hạn khó đòi,219,V.7,(4.985.031.826),(4.985.031.826),,219.0,,-4985031826.0,-4985031826.0
II.,II.,II.,Tài sản cố định,220,,7.095.559.464.254,7.177.955.409.673,,220.0,,7095559464254.0,7177955409673.0
1.,1.,1.,Tài sản cố định hữu hình,221,V.11,6.227.417.965.201,6.382.126.902.117,,221.0,,6227417965201.0,6382126902117.0
,,,Nguyên giá,222,,9.619.775.166.416,9.188.804.681.549,,222.0,,9619775166416.0,9188804681549.0
,,,Giá trị hao mòn lũy kế,223,,(3.392.357.201.215),(2.806.677.779.432),,223.0,,-3392357201215.0,-2806677779432.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,V.10,24.103.295.454,37.829.866.169,,224.0,,24103295454.0,37829866169.0
,,,Nguyên giá,225,,29.712.955.440,41.504.694.168,,225.0,,29712955440.0,41504694168.0
,,,Giá trị hao mòn lũy kế,226,,(5.609.659.986),(3.674.827.999),,226.0,,-5609659986.0,-3674827999.0
3.,3.,3.,Tài sản cố định vô hình,227,V.12,844.038.203.599,757.998.641.387,,227.0,,844038203599.0,757998641387.0
,,,Nguyên giá,228,,983.509.956.972,862.303.245.918,,228.0,,983509956972.0,862303245918.0
,,,Giá trị hao mòn lũy kế,229,,(139.471.753.373),(104.304.604.531),,229.0,,-139471753373.0,-104304604531.0
III.,III.,III.,Bất động sản đầu tư,230,V.13,1.390.646.940.652,1.342.043.387.731,,230.0,,1390646940652.0,1342043387731.0
,,,Nguyên giá,231,,1.820.235.913.219,1.699.977.332.615,,231.0,,1820235913219.0,1699977332615.0
,,,Giá trị hao mòn lũy kế,232,,(429.588.972.567),(357.933.944.884),,232.0,,-429588972567.0,-357933944884.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,2.279.204.614.118,2.419.506.595.000,,240.0,,2279204614118.0,2419506595000.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,V.14.1,416.704.860.195,539.943.755.608,,241.0,,416704860195.0,539943755608.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,V.14.2,1.862.499.753.923,1.879.562.839.392,,242.0,,1862499753923.0,1879562839392.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,998.620.149.845,1.075.609.643.514,,250.0,,998620149845.0,1075609643514.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,V.2.3,825.479.026.699,1.022.054.520.368,,252.0,,825479026699.0,1022054520368.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,V.2.4,172.517.579.924,50.931.579.924,,253.0,,172517579924.0,50931579924.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,V.2.4,(376.456.778),(376.456.778),,254.0,,-376456778.0,-376456778.0
4.,4.,4.,Đầu tư nằm giữ đến ngày đáo hạn,255,V.2.2.2,1.000.000.000,3.000.000.000,,255.0,,1000000000.0,3000000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,3.644.849.086.059,3.753.448.805.608,,260.0,,3644849086059.0,3753448805608.0
1.,1.,1.,Chi phí trả trước dài hạn,261,V.9.2,1.466.737.636.849,1.292.394.148.071,,261.0,,1466737636849.0,1292394148071.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,29.578.166.543,46.321.306.340,,262.0,,29578166543.0,46321306340.0
3.,3.,3.,Lợi thế thương mại,269,V.15,2.148.533.282.667,2.414.733.351.197,,269.0,,2148533282667.0,2414733351197.0
,,,TỔNG CỘNG TÀI SẢN,270,,28.987.313.377.347,26.748.999.132.286,,270.0,,28987313377347.0,26748999132286.0
