row_label_raw,row_label_full,19.1 Chi phí phải trả ngắn hạn,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Trích trước chi phí lãi vay phải trả,Trích trước chi phí lãi vay phải trả,Trích trước chi phí lãi vay phải trả,25.380.185.701,15.036.985.349,25380185701.0,15036985349.0
Trích trước giá vốn bất động sản,Trích trước giá vốn bất động sản,Trích trước giá vốn bất động sản,59.913.797.529,43.071.616.298,59913797529.0,43071616298.0
Trích trước giá vốn dịch vụ thu phí tự động không dùng,Trích trước giá vốn dịch vụ thu phí tự động không dùng,Trích trước giá vốn dịch vụ thu phí tự động không dùng,12.276.871.185,14.480.244.468,12276871185.0,14480244468.0
Trích trước lương và các chi phí có liên quan,Trích trước lương và các chi phí có liên quan,Trích trước lương và các chi phí có liên quan,23.683.146.887,14.693.593.041,23683146887.0,14693593041.0
Trích trước chi phí theo chính sách bán hàng,Trích trước chi phí theo chính sách bán hàng,Trích trước chi phí theo chính sách bán hàng,19.258.754.966,-,19258754966.0,
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,72.745.956.769,47.142.518.880,72745956769.0,47142518880.0
Cộng,Cộng,Cộng,213.258.713.037,134.424.958.036,213258713037.0,134424958036.0
