row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết(%)
- Công ty TNHH Thương mại và Dịch vụ ô tô Đồng Hiệp,- Công ty TNHH Thương mại và Dịch vụ ô tô Đồng Hiệp,- Công ty TNHH Thương mại và Dịch vụ ô tô Đồng Hiệp,Long An,Dịch vụ thương mại,"31,30%","60,00%",,,0.313,0.6
- Công ty TNHH Ô tô Lâm Đồng,- Công ty TNHH Ô tô Lâm Đồng,- Công ty TNHH Ô tô Lâm Đồng,Lâm Đồng,Dịch vụ thương mại,"27,13%","52,00%",,,0.2713,0.52
- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,- Công ty cổ phần Dịch vụ Ô tô Thành phố Mới Bình Dương,Bình Dương,Dịch vụ thương mại,"42,73%","94,00%",,,0.42729999999999996,0.94
- Công ty cổ phần Ô tô Sao Tây Nam,- Công ty cổ phần Ô tô Sao Tây Nam,- Công ty cổ phần Ô tô Sao Tây Nam,Cần Thơ,Dịch vụ thương mại,"36,51%","69,99%",,,0.3651,0.6999
- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,- Công ty cổ phần Đầu tư Phát triển Savico Miền Nam,Hồ Chí Minh,Kinh doanh BĐS,"51,13%","98,00%",,,0.5113,0.98
- Công ty cổ phần Ô tô New Energy,- Công ty cổ phần Ô tô New Energy,- Công ty cổ phần Ô tô New Energy,Hồ Chí Minh,Dịch vụ thương mại,"26,61%","51,00%",,,0.2661,0.51
- Công ty cổ phần Bến Thành Ô tô,- Công ty cổ phần Bến Thành Ô tô,- Công ty cổ phần Bến Thành Ô tô,Hồ Chí Minh,Dịch vụ thương mại,"14,12%","52,00%",,,0.1412,0.52
- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Sài Gòn Ô tô Cần Thơ,Cần Thơ,Dịch vụ thương mại,"24,51%","90,25%",,,0.2451,0.9025
- Công ty TNHH FX Auto,- Công ty TNHH FX Auto,- Công ty TNHH FX Auto,Hồ Chí Minh,Dịch vụ thương mại,"14,88%","57,26%",,,0.14880000000000002,0.5726
- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Tân Phú,Hồ Chí Minh,Dịch vụ thương mại,"16,98%","81,05%",,,0.1698,0.8105
- Công ty TNHH Thương mại Dịch vụ Sài Gòn Viễn Đông,- Công ty TNHH Thương mại Dịch vụ Sài Gòn Viễn Đông,- Công ty TNHH Thương mại Dịch vụ Sài Gòn Viễn Đông,Hồ Chí Minh,Dịch vụ thương mại,"29,92%","100,00%",,,0.2992,1.0
- Công ty TNHH Toyota Long Biên,- Công ty TNHH Toyota Long Biên,- Công ty TNHH Toyota Long Biên,Hà Nội,Dịch vụ thương mại,"33,33%","51,00%",,,0.3333,0.51
- Công ty TNHH Toyota Hải Dương,- Công ty TNHH Toyota Hải Dương,- Công ty TNHH Toyota Hải Dương,Hải Dương,Dịch vụ thương mại,"17,00%","51,00%",,,0.17,0.51
- Công ty TNHH Toyota Chí Linh,- Công ty TNHH Toyota Chí Linh,- Công ty TNHH Toyota Chí Linh,Hải Dương,Dịch vụ thương mại,"8,67%","51,00%",,,0.0867,0.51
- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,- Công ty TNHH Đầu tư và Dịch vụ Ô tô Hải Dương,Hải Dương,Dịch vụ thương mại,"33,33%","51,00%",,,0.3333,0.51
- Công ty cổ phần Ô tô Sông Hàn,- Công ty cổ phần Ô tô Sông Hàn,- Công ty cổ phần Ô tô Sông Hàn,Đà Nẵng,Dịch vụ thương mại,"18,62%","51,00%",,,0.1862,0.51
- Công ty cổ phần Ô tô Bình Định,- Công ty cổ phần Ô tô Bình Định,- Công ty cổ phần Ô tô Bình Định,Bình Định,Dịch vụ thương mại,"37,92%","71,00%",,,0.37920000000000004,0.71
- Công ty cổ phần Hưng Thịnh Ô tô,- Công ty cổ phần Hưng Thịnh Ô tô,- Công ty cổ phần Hưng Thịnh Ô tô,Đà Nẵng,Dịch vụ thương mại,"20,09%","55,00%",,,0.2009,0.55
- Công ty TNHH MTV Ô tô Gia Lai,- Công ty TNHH MTV Ô tô Gia Lai,- Công ty TNHH MTV Ô tô Gia Lai,Gia Lai,Dịch vụ thương mại,"18,62%","100,00%",,,0.1862,1.0
- Công ty cổ phần Ô tô Kon Tum,- Công ty cổ phần Ô tô Kon Tum,- Công ty cổ phần Ô tô Kon Tum,Kon Tum,Dịch vụ thương mại,"18,46%","99,10%",,,0.18460000000000001,0.991
- Công ty TNHH MTV Ô tô Sơn Trà,- Công ty TNHH MTV Ô tô Sơn Trà,- Công ty TNHH MTV Ô tô Sơn Trà,Đà Nẵng,Dịch vụ thương mại,"18,62%","100,00%",,,0.1862,1.0
- Công ty cổ phần Ô tô Đại Thịnh,- Công ty cổ phần Ô tô Đại Thịnh,- Công ty cổ phần Ô tô Đại Thịnh,Đà Nẵng,Dịch vụ thương mại,"29,22%","80,00%",,,0.2922,0.8
- Công ty cổ phần Toyota Ninh Bình,- Công ty cổ phần Toyota Ninh Bình,- Công ty cổ phần Toyota Ninh Bình,Ninh Bình,Dịch vụ thương mại,"17,03%","51,00%",,,0.1703,0.51
- Công ty cổ phần Ô tô Sài Gòn Long An,- Công ty cổ phần Ô tô Sài Gòn Long An,- Công ty cổ phần Ô tô Sài Gòn Long An,Long An,Dịch vụ thương mại,"7,20%","51,00%",,,0.07200000000000001,0.51
- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,Tây Ninh,Dịch vụ thương mại,"12,44%","65,00%",,,0.1244,0.65
- Công ty TNHH Savico Thanh Hóa,- Công ty TNHH Savico Thanh Hóa,- Công ty TNHH Savico Thanh Hóa,Thanh Hóa,Dịch vụ thương mại,"33,33%","51,00%",,,0.3333,0.51
- Công ty TNHH Ô tô Đà Nẵng,- Công ty TNHH Ô tô Đà Nẵng,- Công ty TNHH Ô tô Đà Nẵng,Đà Nẵng,Dịch vụ thương mại,"18,26%","55,00%",,,0.1826,0.55
- Công ty TNHH Ô tô Quảng Nam,- Công ty TNHH Ô tô Quảng Nam,- Công ty TNHH Ô tô Quảng Nam,Quảng Nam,Dịch vụ thương mại,"18,26%","100,00%",,,0.1826,1.0
- Công ty cổ phần Ô tô Âu Việt,- Công ty cổ phần Ô tô Âu Việt,- Công ty cổ phần Ô tô Âu Việt,Đà Nẵng,Dịch vụ thương mại,"30,01%","65,00%",,,0.30010000000000003,0.65
- Công ty TNHH MTV DVTM Đầu tư Ô tô Kiên Giang,- Công ty TNHH MTV DVTM Đầu tư Ô tô Kiên Giang,- Công ty TNHH MTV DVTM Đầu tư Ô tô Kiên Giang,Kiên Giang,Dịch vụ thương mại,"36,51%","100,00%",,,0.3651,1.0
- Công ty cổ phần Ô tô Trường Chính,- Công ty cổ phần Ô tô Trường Chính,- Công ty cổ phần Ô tô Trường Chính,Hồ Chí Minh,Dịch vụ thương mại,"7,20%","51,00%",,,0.07200000000000001,0.51
- Công ty cổ phần Savico Kỹ Nguyên Mới,- Công ty cổ phần Savico Kỹ Nguyên Mới,- Công ty cổ phần Savico Kỹ Nguyên Mới,Nam Định,Dịch vụ thương mại,"33,33%","51,00%",,,0.3333,0.51
- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,- Công ty TNHH Đầu tư và Phát triển SVC Miền Bắc,Hà Nội,Dịch vụ thương mại,"59,50%","91,03%",,,0.595,0.9103
- Công ty cổ phần Carpla,- Công ty cổ phần Carpla,- Công ty cổ phần Carpla,Hà Nội,Dịch vụ thương mại,"66,88%","100,00%",,,0.6688,1.0
- Công ty cổ phần G-Lynk,- Công ty cổ phần G-Lynk,- Công ty cổ phần G-Lynk,Hà Nội,Dịch vụ thương mại,"59,47%","99,96%",,,0.5947,0.9995999999999999
