row_label_raw,row_label_full,20.2 Doanh thu chưa thực hiện dài hạn,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Doanh thu cho thuê bắt động sản nhận trước,Doanh thu cho thuê bắt động sản nhận trước,Doanh thu cho thuê bắt động sản nhận trước,38.552.799.995,45.023.199.995,38552799995.0,45023199995.0
Doanh thu chưa thực hiện từ hoạt động bán hàng có điều kiện,Doanh thu chưa thực hiện từ hoạt động bán hàng có điều kiện,Doanh thu chưa thực hiện từ hoạt động bán hàng có điều kiện,7.129.985.838,8.328.482.705,7129985838.0,8328482705.0
Doanh thu chưa thực hiện từ hoạt động bán bảo hiểm,Doanh thu chưa thực hiện từ hoạt động bán bảo hiểm,Doanh thu chưa thực hiện từ hoạt động bán bảo hiểm,1.031.298.935,931.857.495,1031298935.0,931857495.0
Các khoản doanh thu chưa thực hiện khác,Các khoản doanh thu chưa thực hiện khác,Các khoản doanh thu chưa thực hiện khác,984.693.401,2.117.760.535,984693401.0,2117760535.0
Cộng,Cộng,Cộng,47.698.778.169,56.401.300.730,47698778169.0,56401300730.0
