row_label_raw,row_label_full,Số dư đầu năm > Trích lập dự phòng bổ sung trong năm > Hoàn nhập dự phòng trong năm,Năm nay > 158.727.455.108 > 2.690.238.352 > (10.942.614),Năm trước > 154.109.309.303 > 2.887.513.676 > (9.520.403.844),numeric__Năm nay > 158.727.455.108 > 2.690.238.352 > (10.942.614),numeric__Năm trước > 154.109.309.303 > 2.887.513.676 > (9.520.403.844)
Tăng do hợp nhất,Tăng do hợp nhất,Tăng do hợp nhất,-,11.251.035.973,,11251035973.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,161.406.750.846,158.727.455.108,161406750846.0,158727455108.0
