row_label_raw,row_label_full,19.2 Chi phí phải trả dài hạn,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Trích trước chi phí chương trình khuyến mại,Trích trước chi phí chương trình khuyến mại,Trích trước chi phí chương trình khuyến mại,1.808.699.047,1.514.764.261,1808699047.0,1514764261.0
Cộng,Cộng,Cộng,1.808.699.047,1.514.764.261,1808699047.0,1514764261.0
