row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,30.248.751.019.243,10.995.242.821.798,,1.0,,30248751019243.0,10995242821798.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,19.865.959.759,13.492.599.834,,2.0,,19865959759.0,13492599834.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,30.228.885.059.484,10.981.750.221.964,,10.0,,30228885059484.0,10981750221964.0
4.,4.,4.,Giá vốn hàng bán,11,VI.2,27.554.726.149.903,9.949.960.088.056,,11.0,,27554726149903.0,9949960088056.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,2.674.158.909.581,1.031.790.133.908,,20.0,,2674158909581.0,1031790133908.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.3,874.739.630.652,376.200.206.685,,21.0,,874739630652.0,376200206685.0
7.,7.,7.,Chi phí tài chính,22,VI.4,706.004.285.205,405.905.966.955,,22.0,,706004285205.0,405905966955.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,623.497.739.767,385.698.233.569,,23.0,,623497739767.0,385698233569.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,(25.147.933.571),(18.628.188.003),,24.0,,-25147933571.0,-18628188003.0
9.,9.,9.,Chi phí bán hàng,25,VI.5,1.128.818.122.835,378.473.665.460,,25.0,,1128818122835.0,378473665460.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.6,1.393.438.088.958,538.226.514.225,,26.0,,1393438088958.0,538226514225.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,295.490.109.664,66.756.005.950,,30.0,,295490109664.0,66756005950.0
12.,12.,12.,Thu nhập khác,31,,162.168.008.767,66.535.447.634,,31.0,,162168008767.0,66535447634.0
13.,13.,13.,Chi phí khác,32,,31.835.557.627,77.445.543.396,,32.0,,31835557627.0,77445543396.0
14.,14.,14.,Lợi nhuận khác,40,,130.332.451.140,(10.910.095.762),,40.0,,130332451140.0,-10910095762.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,425.822.560.804,55.845.910.188,,50.0,,425822560804.0,55845910188.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.8,114.171.611.453,29.612.771.480,,51.0,,114171611453.0,29612771480.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,6.903.859.260,(30.115.525.855),,52.0,,6903859260.0,-30115525855.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,304.747.090.091,56.348.664.563,,60.0,,304747090091.0,56348664563.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,156.254.905.986,47.195.843.779,,61.0,,156254905986.0,47195843779.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,148.492.184.105,9.152.820.784,,62.0,,148492184105.0,9152820784.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.09,"175,07","88,56",,70.0,,175.07,88.56
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,"145,89","72,39",,71.0,,145.89,72.39
