row_label_raw,row_label_full,STT,Chỉ tiêu,Năm 2022 > (tỷ VND),Năm 2021 > (tỷ VND),Biến động > Giá trị (tỷ VND),Biến động > Tỷ lệ (%),numeric__Chỉ tiêu,numeric__Năm 2022 > (tỷ VND),numeric__Năm 2021 > (tỷ VND),numeric__Biến động > Giá trị (tỷ VND),numeric__Biến động > Tỷ lệ (%)
1,1,1,Doanh thu thuần (i),-,9.819,(9.819),-100%,,,9819.0,-9819.0,-1.0
2,2,2,Lợi nhuận gộp (i),-,657,(657),-100%,,,657.0,-657.0,-1.0
3,3,3,Doanh thu hoạt động tài chính (ii),399,4.135,(3.736),-90%,,399.0,4135.0,-3736.0,-0.9
4,4,4,Lãi thuần sau thuế,14,3.994,(3.980),-100%,,14.0,3994.0,-3980.0,-1.0
