row_label_raw,row_label_full,col_0,1/1/2022VND,Tăng do hợp nhất kinh doanh VND,Ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhất VND,31/12/2022VND,numeric__1/1/2022VND,numeric__Tăng do hợp nhất kinh doanh VND,numeric__Ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhất VND,numeric__31/12/2022VND
Lỗ chưa thực hiện từ các giao dịch nội bộ,Lỗ chưa thực hiện từ các giao dịch nội bộ,Lỗ chưa thực hiện từ các giao dịch nội bộ,91.220.446,-,2.622.374,93.842.820,91220446.0,,2622374.0,93842820.0
Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,Chi phí phải trả và dự phòng,28.300.000,2.052.509.426,(774.623.801),1.306.185.625,28300000.0,2052509426.0,-774623801.0,1306185625.0
Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,4.166.211.131,-,(2.959.205.825),1.207.005.306,4166211131.0,,-2959205825.0,1207005306.0
Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,(297.477.489.597),-,-,(297.477.489.597),-297477489597.0,,,-297477489597.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,(43.543.747.064),-,3.381.790.355,(40.161.956.709),-43543747064.0,,3381790355.0,-40161956709.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,(1.712.269.853),(1.136.547.296),1.668.472.759,(1.180.344.390),-1712269853.0,-1136547296.0,1668472759.0,-1180344390.0
,,,(338.447.774.937),915.962.130,1.319.055.862,(336.212.756.945),-338447774937.0,915962130.0,1319055862.0,-336212756945.0
