row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,9.370.969.975.485,7.529.368.029.094,200.0,,9370969975485.0,7529368029094.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,1.017.752.994.500,31.662.892.232,210.0,,1017752994500.0,31662892232.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,10(b),985.000.000.000,-,215.0,,985000000000.0,
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,11(b),32.752.994.500,31.662.892.232,216.0,,32752994500.0,31662892232.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,5.369.717.367.506,4.207.967.474.781,220.0,,5369717367506.0,4207967474781.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,14,4.740.231.499.491,3.693.941.388.316,221.0,14.0,4740231499491.0,3693941388316.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,5.457.577.534.733,4.146.929.538.803,222.0,,5457577534733.0,4146929538803.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(717.346.035.242),(452.988.150.487),223.0,,-717346035242.0,-452988150487.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,15,349.310.218.587,209.550.128.308,224.0,15.0,349310218587.0,209550128308.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,405.686.341.544,241.598.636.949,225.0,,405686341544.0,241598636949.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(56.376.122.957),(32.048.508.641),226.0,,-56376122957.0,-32048508641.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,16,280.175.649.428,304.475.958.157,227.0,16.0,280175649428.0,304475958157.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,345.950.059.206,339.266.322.724,228.0,,345950059206.0,339266322724.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(65.774.409.778),(34.790.364.567),229.0,,-65774409778.0,-34790364567.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,148.304.616.401,443.724.235.349,240.0,,148304616401.0,443724235349.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,17,148.304.616.401,443.724.235.349,242.0,17.0,148304616401.0,443724235349.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,2.135.490.172.000,2.135.490.172.000,250.0,,2135490172000.0,2135490172000.0
Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,252,7(c),2.135.490.172.000,2.135.490.172.000,252.0,,2135490172000.0,2135490172000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,699.704.825.078,710.523.254.732,260.0,,699704825078.0,710523254732.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,18(b),556.144.973.414,577.095.065.744,261.0,,556144973414.0,577095065744.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,19,2.607.033.751,4.285.731.577,262.0,19.0,2607033751.0,4285731577.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,20,140.952.817.913,129.142.457.411,269.0,20.0,140952817913.0,129142457411.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,13.346.388.833.543,11.871.026.027.601,270.0,,13346388833543.0,11871026027601.0
