row_label_raw,row_label_full,col_0,Mãsố,2022VND,2021VND,numeric__Mãsố,numeric__2022VND,numeric__2021VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
(Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,(Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,(236.041.687.274),1.698.628.562.346,1.0,-236041687274.0,1698628562346.0
Khấu hao,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao,Khấu hao,02,336.821.662.110,751.216.725.744,2.0,336821662110.0,751216725744.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,5.135.151.142,23.798.272.005,3.0,5135151142.0,23798272005.0
(Lãi)/lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Lãi)/lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền tệ,(Lãi)/lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền tệ,04,(210.575.525),298.248.134,4.0,-210575525.0,298248134.0
Lãi từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ các hoạt động đầu tư,Lãi từ các hoạt động đầu tư,05,(189.738.389.138),(1.504.292.659.182),5.0,-189738389138.0,-1504292659182.0
Chi phí lãi vay và chi phí phát hành trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí phát hành trái phiếu,Chi phí lãi vay và chi phí phát hành trái phiếu,06,403.223.481.984,481.743.434.659,6.0,403223481984.0,481743434659.0
Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,08,319.189.643.299,1.451.392.583.706,8.0,319189643299.0,1451392583706.0
Biến động các khoản phải thu và tài sản khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu và tài sản khác,Biến động các khoản phải thu và tài sản khác,09,285.754.290.118,(178.700.649.292),9.0,285754290118.0,-178700649292.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(51.314.613.019),(279.319.062.942),10.0,-51314613019.0,-279319062942.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,592.950.214.384,6.510.513.601,11.0,592950214384.0,6510513601.0
Biến động chí phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chí phí trả trước,Biến động chí phí trả trước,12,55.479.999.613,99.880.444.124,12.0,55479999613.0,99880444124.0
Biến động chứng khoán kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chứng khoán kinh doanh,Biến động chứng khoán kinh doanh,13,256.165.829.261,(256.165.829.261),13.0,256165829261.0,-256165829261.0
,,,,1.458.225.363.656,843.597.999.936,,1458225363656.0,843597999936.0
Tiền lãi vay và chi phí phát hành trái phiếu đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay và chi phí phát hành trái phiếu đã trả,Tiền lãi vay và chi phí phát hành trái phiếu đã trả,14,(389.205.238.706),(495.690.238.349),14.0,-389205238706.0,-495690238349.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(353.137.865),(179.938.306.522),15.0,-353137865.0,-179938306522.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,-,(945.971.281),17.0,,-945971281.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.068.666.987.085,167.023.483.784,20.0,1068666987085.0,167023483784.0
