row_label_raw,row_label_full,col_0,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính),Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_1,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_2,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_3,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_4,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính),numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_1,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_2,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_3,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_4
,,,Chi phí đất trả trước VND,Công cụ và dụng cụ VND,Heo giống VND,Khác VND,Tổng VND,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,486.067.343.676,15.574.374.488,35.742.636.211,39.710.711.369,577.095.065.744,486067343676.0,15574374488.0,35742636211.0,39710711369.0,577095065744.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,932.727.273,7.267.792.266,-,7.133.991.825,15.334.511.364,932727273.0,7267792266.0,,7133991825.0,15334511364.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,914.584.000,2.275.732.779,43.358.580.427,210.000.000,46.758.897.206,914584000.0,2275732779.0,43358580427.0,210000000.0,46758897206.0
Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,Tăng do hợp nhất kinh doanh,-,2.031.085.843,-,-,2.031.085.843,,2031085843.0,,,2031085843.0
Chuyển từ chi phí trả trước ngắn hạn,Chuyển từ chi phí trả trước ngắn hạn,Chuyển từ chi phí trả trước ngắn hạn,-,-,-,(64.050.143),(64.050.143),,,,-64050143.0,-64050143.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(12.369.623.883),(12.856.549.319),(21.464.717.575),(22.872.546.895),(69.563.437.672),-12369623883.0,-12856549319.0,-21464717575.0,-22872546895.0,-69563437672.0
Thanh lý và xóa sổ,Thanh lý và xóa sổ,Thanh lý và xóa sổ,-,(719.584.955),(14.727.513.973),-,(15.447.098.928),,-719584955.0,-14727513973.0,,-15447098928.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,475.545.031.066,13.572.851.102,42.908.985.090,24.118.106.156,556.144.973.414,475545031066.0,13572851102.0,42908985090.0,24118106156.0,556144973414.0
