row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2022 VND > 251.014.673,Tăng do hợp nhất kinh doanh VND > 31.081.285.665,Phát sinh/(Hoàn nhập) VND > 147.610.182.175,Nộp VND > (44.153.274.615),Cán trừ/ Phân loại lại/ Hoàn lại VND > (134.251.553.080),31/12/2022 VND > 537.654.818,numeric__1/1/2022 VND > 251.014.673,numeric__Tăng do hợp nhất kinh doanh VND > 31.081.285.665,numeric__Phát sinh/(Hoàn nhập) VND > 147.610.182.175,numeric__Nộp VND > (44.153.274.615),numeric__Cán trừ/ Phân loại lại/ Hoàn lại VND > (134.251.553.080),numeric__31/12/2022 VND > 537.654.818
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,434.777.198,(434.777.198),-,-,,,434777198.0,-434777198.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,381.437.865,9.671.377.286,(963.673.953),(353.137.865),-,8.736.003.333,381437865.0,9671377286.0,-963673953.0,-353137865.0,,8736003333.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.320.938.693,291.254.175,34.009.733.407,(32.741.731.835),(837.912.608),5.042.281.832,4320938693.0,291254175.0,34009733407.0,-32741731835.0,-837912608.0,5042281832.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,-,163.048.107,(163.048.107),-,-,,,163048107.0,-163048107.0,,
,,,4.953.391.231,41.043.917.126,181.254.066.934,(77.845.969.620),(135.089.465.688),14.315.939.983,4953391231.0,41043917126.0,181254066934.0,-77845969620.0,-135089465688.0,14315939983.0
