row_label_raw,row_label_full,col_0,Mã số,2022 VND,2021 VND,numeric__Mã số,numeric__2022 VND,numeric__2021 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua, xây dựng tài sản cố định và tài sản dài hạn khác",21,(667.447.010.750),(711.068.944.913),21.0,-667447010750.0,-711068944913.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,189.661.415.395,5.861.505.420,22.0,189661415395.0,5861505420.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(4.475.200.000.000),(11.922.055.265.760),23.0,-4475200000000.0,-11922055265760.0
Tiền thu hồi khoản cho vay và rút tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi khoản cho vay và rút tiền gửi ngân hàng có kỳ hạn,Tiền thu hồi khoản cho vay và rút tiền gửi ngân hàng có kỳ hạn,24,4.089.350.000.000,9.177.205.265.760,24.0,4089350000000.0,9177205265760.0
Đầu tư vào các công ty con và công ty liên kết (đã trừ đi số dư tiền của công ty con được mua) (Thuyết minh 5),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Đầu tư vào các công ty con và công ty liên kết (đã trừ đi số dư tiền của công ty con được mua) (Thuyết minh 5),Đầu tư vào các công ty con và công ty liên kết (đã trừ đi số dư tiền của công ty con được mua) (Thuyết minh 5),25,122.625.191.339,(648.102.724.017),25.0,122625191339.0,-648102724017.0
Tiền thuần từ thanh lý khoản đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thuần từ thanh lý khoản đầu tư,Tiền thuần từ thanh lý khoản đầu tư,26,-,(917.939.684.646),26.0,,-917939684646.0
"Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia","Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia",27,220.828.078.678,205.087.398.014,27.0,220828078678.0,205087398014.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(520.182.325.338),(4.811.012.450.142),30.0,-520182325338.0,-4811012450142.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu,Tiền thu từ phát hành cổ phiếu,31,8.619.580.000,2.636.000.000,31.0,8619580000.0,2636000000.0
Tiền thu từ đi vay và phát hành trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay và phát hành trái phiếu,Tiền thu từ đi vay và phát hành trái phiếu,33,4.496.749.729.615,20.526.486.200.410,33.0,4496749729615.0,20526486200410.0
Tiền trả nợ gốc vay và trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay và trái phiếu,Tiền trả nợ gốc vay và trái phiếu,34,(4.818.895.754.857),(14.101.036.477.263),34.0,-4818895754857.0,-14101036477263.0
Tiền trả nợ gốc thuê tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,35,(13.926.596.098),(19.538.520.719),35.0,-13926596098.0,-19538520719.0
