row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Trụ sở,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > Tỷ lệ lợi ích kinh tế31/12/2022,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > 1/1/2022,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > Tỷ lệ quyền biểu quyết31/12/2022,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > 1/1/2022_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > Tỷ lệ lợi ích kinh tế31/12/2022,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > 1/1/2022,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > Tỷ lệ quyền biểu quyết31/12/2022,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTC ngày 22 tháng 12 năm 2014 của Bộ Tài chính) > 1/1/2022_1
Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,,,,,,,
1,Các công ty con sở hữu gián tiếp > 1,1,Công ty TNHH MNS Meat Processing (“MNS Meat Processing”),(i),Tư vấn quản lý đầu tư,"Tầng 10, Tòa nhà Central Plaza,17 Lê Duẩn, Phường Bến Nghé, Quận 1,Thành phố Hồ Chí Minh, Việt Nam","99,99%","99,99%","100,00%",,,,,0.9998999999999999,0.9998999999999999,1.0
2,Các công ty con sở hữu gián tiếp > 2,2,Công ty TNHH MEATDeli Sài Gòn (“Meat Sài Gòn”),(i),"Chế biến, bảo quản thịt và các sản phẩm liên quan đến thịt","Khu Công nghiệp Tân Đức, Xã Hựu Thạnh, Huyện Đức Hòa, Tỉnh Long An, Việt Nam","99,99%","99,99%","100,00%",,,,,0.9998999999999999,0.9998999999999999,1.0
3,Các công ty con sở hữu gián tiếp > 3,3,Công ty TNHH MNS Farm (“MNS Farm”),(i),Tư vấn quản lý đầu tư,"Tầng 10, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1,Thành phố Hồ Chí Minh, Việt Nam","99,99%","99,99%","100,00%",,,,,0.9998999999999999,0.9998999999999999,1.0
4,Các công ty con sở hữu gián tiếp > 4,4,Công ty TNHH Thực phẩm 3F VIỆT (“3F VIỆT Food”),(ii),Chế biến và bảo quản thịt gia cầm và các sản phẩm chế biến từ thịt gia cầm,"Áp Kiến An, Xã An Lập, Huyện Dầu Tiếng, Tỉnh Bình Dương, Việt Nam","51,00%","51,00%","51,00%",,,,,0.51,0.51,0.51
Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,Công ty liên kết sở hữu trực tiếp,,,,,,,
1,Công ty liên kết sở hữu trực tiếp > 1,1,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),(iii),"Chế biến và kinh doanh thịt tươi, thực phẩm chế biến và các sản phẩm chế biến từ thịt","420 Nợ Trang Long, Phường 13,Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam","24,94%","24,94%","24,94%",,,,,0.2494,0.2494,0.2494
