row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,Năm đáo hạn,31/12/2022 VND,1/1/2022 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2022 VND,numeric__1/1/2022 VND
Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,Vay ngân hàng có đảm bảo,,,,,
Khoản vay 1 (*),Vay ngân hàng có đảm bảo > Khoản vay 1 (*),Khoản vay 1 (*),VND,"7,55% - 8,00%",2026,745.356.508.910,767.647.285.248,,,2026.0,745356508910.0,767647285248.0
Khoản vay 2,Vay ngân hàng có đảm bảo > Khoản vay 2,Khoản vay 2,VND,"7,53% - 9,40%",2027,360.842.107.931,395.855.266.838,,,2027.0,360842107931.0,395855266838.0
Khoản vay 3 (*),Vay ngân hàng có đảm bảo > Khoản vay 3 (*),Khoản vay 3 (*),VND,"6,50% - 7,50%",2027,298.458.697.365,-,,,2027.0,298458697365.0,
Khoản vay 4,Vay ngân hàng có đảm bảo > Khoản vay 4,Khoản vay 4,VND,"10,20%",2023,196.000.000.000,464.000.000.000,,0.102,2023.0,196000000000.0,464000000000.0
Khoản vay 5 (*),Vay ngân hàng có đảm bảo > Khoản vay 5 (*),Khoản vay 5 (*),VND,"6,50% - 7,50%",2027,104.482.705.856,-,,,2027.0,104482705856.0,
Khoản vay 6,Vay ngân hàng có đảm bảo > Khoản vay 6,Khoản vay 6,VND,"8,00% - 11,00%",2026,10.864.642.996,12.954.116.026,,,2026.0,10864642996.0,12954116026.0
Khoản vay 7,Vay ngân hàng có đảm bảo > Khoản vay 7,Khoản vay 7,VND,"8,00% - 11,00%",2028,11.208.116.025,11.844.642.995,,,2028.0,11208116025.0,11844642995.0
Khoản vay 8,Vay ngân hàng có đảm bảo > Khoản vay 8,Khoản vay 8,VND,"7,70%",2026,4.500.000.000,5.700.000.000,,0.077,2026.0,4500000000.0,5700000000.0
Khoản vay 9,Vay ngân hàng có đảm bảo > Khoản vay 9,Khoản vay 9,VND,"3,85%",2023,3.400.000.000,15.700.000.000,,0.0385,2023.0,3400000000.0,15700000000.0
Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,Vay ngân hàng không đảm bảo,,,,,
Khoản vay 10,Vay ngân hàng không đảm bảo > Khoản vay 10,Khoản vay 10,VND,"6,60%",2023,18.934.306.480,-,,0.066,2023.0,18934306480.0,
Khoản vay 11,Vay ngân hàng không đảm bảo > Khoản vay 11,Khoản vay 11,VND,"6,60%",2024,4.733.576.622,-,,0.066,2024.0,4733576622.0,
,,,,,,1.758.780.662.185,1.673.701.311.107,,,,1758780662185.0,1673701311107.0
