row_label_raw,row_label_full,col_0,1/1/2022Giá trị ghi sổ/Số có khả năng trả nợ VND,Biến động trong năm > Tăng do hợp nhất kinh doanh VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2022Giá trị ghi sổ/Số có khả năng trả nợ VND,numeric__1/1/2022Giá trị ghi sổ/Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng do hợp nhất kinh doanh VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2022Giá trị ghi sổ/Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.085.823.494.052,354.628.014.990,3.654.989.960.498,(3.799.998.748.309),1.295.442.721.231,1085823494052.0,354628014990.0,3654989960498.0,-3799998748309.0,1295442721231.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,596.514.752.324,18.934.306.480,583.170.777.700,(601.534.222.947),597.085.613.557,596514752324.0,18934306480.0,583170777700.0,-601534222947.0,597085613557.0
Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,12.034.211.617,-,31.094.146.530,(27.873.466.833),15.254.891.314,12034211617.0,,31094146530.0,-27873466833.0,15254891314.0
,,,1.694.372.457.993,373.562.321.470,4.269.254.884.728,(4.429.406.438.089),1.907.783.226.102,1694372457993.0,373562321470.0,4269254884728.0,-4429406438089.0,1907783226102.0
Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,,,,,
,,,,Loại tiền,Lãi suất năm,31/12/2022 VND,1/1/2022 VND,,,,,
Các khoản vay ngân hàng có đảm bảo,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Các khoản vay ngân hàng có đảm bảo,Các khoản vay ngân hàng có đảm bảo,,VND,"4,00% - 5,20%",76.125.569.355,47.976.155.500,,,,76125569355.0,47976155500.0
Các khoản vay ngân hàng không đảm bảo,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Các khoản vay ngân hàng không đảm bảo,Các khoản vay ngân hàng không đảm bảo,,VND,"3,30% - 11,40%",1.219.317.151.876,1.037.847.338.552,,,,1219317151876.0,1037847338552.0
,,,,,,1.295.442.721.231,1.085.823.494.052,,,,1295442721231.0,1085823494052.0
