row_label_raw,row_label_full,STT,Chỉ tiêu,Năm 2022 > (tỷ VND),Năm 2021 > (tỷ VND),Biến động > Giá trị (tỷ VND),Biến động > Tỷ lệ (%),numeric__Chỉ tiêu,numeric__Năm 2022 > (tỷ VND),numeric__Năm 2021 > (tỷ VND),numeric__Biến động > Giá trị (tỷ VND),numeric__Biến động > Tỷ lệ (%)
1,1,1,Doanh thu thuần (i),4.785,18.891,(14.106),-75%,,4785.0,18891.0,-14106.0,-0.75
2,2,2,Lợi nhuận gộp (i),344,2.303,(1.959),-85%,,344.0,2303.0,-1959.0,-0.85
3,3,3,Doanh thu hoạt động tài chính (ii),633,1.521,(888),-58%,,633.0,1521.0,-888.0,-0.58
4,4,4,Chi phí bán hàng (iii),439,902,(463),-51%,,439.0,902.0,-463.0,-0.51
5,5,5,Chi phí quản lý doanh nghiệp (iii),361,753,(392),-52%,,361.0,753.0,-392.0,-0.52
6,6,6,(Lỗ)/Lợi nhuận thuần sau thuế,(234),1.254,(1.488),-119%,,-234.0,1254.0,-1488.0,-1.19
