row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.335.435.321,1.841.538.878,2335435321.0,1841538878.0
Phải thu các bên liên quan từ việc cần trừ công nợ,Phải thu các bên liên quan từ việc cần trừ công nợ,Phải thu các bên liên quan từ việc cần trừ công nợ,1.776.073.056,1.445.930.010,1776073056.0,1445930010.0
Chỉ hộ,Chỉ hộ,Chỉ hộ,283.936.831,170.595.337,283936831.0,170595337.0
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,240.163.718,94.706.716,240163718.0,94706716.0
Khác,Khác,Khác,35.261.716,130.306.815,35261716.0,130306815.0
Dài hạn,Dài hạn,Dài hạn,1.350.380.436,2.015.021.157,1350380436.0,2015021157.0
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,1.221.688.650,1.856.864.651,1221688650.0,1856864651.0
Phải thu các bên liên quan từ việc cần trừ công nợ,Phải thu các bên liên quan từ việc cần trừ công nợ,Phải thu các bên liên quan từ việc cần trừ công nợ,128.691.786,158.156.506,128691786.0,158156506.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.685.815.757,3.856.560.035,3685815757.0,3856560035.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn các bên liên quan (TM số 27),Trong đó: > Phải thu ngắn hạn các bên liên quan (TM số 27),Phải thu ngắn hạn các bên liên quan (TM số 27),2.300.898.116,1.712.100.804,2300898116.0,1712100804.0
Phải thu dài hạn các bên liên quan (TM số 27),Trong đó: > Phải thu dài hạn các bên liên quan (TM số 27),Phải thu dài hạn các bên liên quan (TM số 27),1.350.380.436,2.015.021.158,1350380436.0,2015021158.0
Phải thu các bên thứ ba,Trong đó: > Phải thu các bên thứ ba,Phải thu các bên thứ ba,34.537.205,129.438.073,34537205.0,129438073.0
