row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Phải thu ngắn hạn khác (TM số 7),Phải thu ngắn hạn khác (TM số 7),Phải thu ngắn hạn khác (TM số 7),Phải thu ngắn hạn khác (TM số 7),Phải thu ngắn hạn khác (TM số 7),Phải thu ngắn hạn khác (TM số 7),Phải thu ngắn hạn khác (TM số 7),,,,
HA Attapeu,Phải thu ngắn hạn khác (TM số 7) > HA Attapeu,HA Attapeu,Công ty con,Cấn trừ công nợ,1.256.929.644,650.642.869,,,1256929644.0,650642869.0
HA Attapeu,Phải thu ngắn hạn khác (TM số 7) > HA Attapeu,HA Attapeu,Công ty con,Chi hộ,242.725.319,150.845.204,,,242725319.0,150845204.0
HA Attapeu,Phải thu ngắn hạn khác (TM số 7) > HA Attapeu,HA Attapeu,Công ty con,Lãi cho vay,175.851.926,58.734.405,,,175851926.0,58734405.0
HA Andong Meas,Phải thu ngắn hạn khác (TM số 7) > HA Andong Meas,HA Andong Meas,Công ty con,Cấn trừ công nợ,487.108.443,76.445.328,,,487108443.0,76445328.0
HA Andong Meas,Phải thu ngắn hạn khác (TM số 7) > HA Andong Meas,HA Andong Meas,Công ty con,Chi hộ,13.094.640,-,,,13094640.0,
HAQM Lào,Phải thu ngắn hạn khác (TM số 7) > HAQM Lào,HAQM Lào,Công ty con,Lãi cho vay,47.169.708,20.447.336,,,47169708.0,20447336.0
HAQM Lào,Phải thu ngắn hạn khác (TM số 7) > HAQM Lào,HAQM Lào,Công ty con,Chi hộ,18.941.715,3.468.231,,,18941715.0,3468231.0
HAQM Lào,Phải thu ngắn hạn khác (TM số 7) > HAQM Lào,HAQM Lào,Công ty con,Cấn trừ công nợ,-,9.884.628,,,,9884628.0
HA Lumphat,Phải thu ngắn hạn khác (TM số 7) > HA Lumphat,HA Lumphat,Công ty có cùng thành viên HĐQT,Cấn trừ công nợ,32.014.721,25.244.379,,,32014721.0,25244379.0
HA Lumphat,Phải thu ngắn hạn khác (TM số 7) > HA Lumphat,HA Lumphat,Công ty có cùng thành viên HĐQT,Chi hộ,-,9.537.776,,,,9537776.0
HA Lumphat,Phải thu ngắn hạn khác (TM số 7) > HA Lumphat,HA Lumphat,Công ty có cùng thành viên HĐQT,Lãi cho vay,-,414.192,,,,414192.0
HA Oyadav,Phải thu ngắn hạn khác (TM số 7) > HA Oyadav,HA Oyadav,Công ty con,Lãi cho vay,8.633.173,2.122.671,,,8633173.0,2122671.0
HA Oyadav,Phải thu ngắn hạn khác (TM số 7) > HA Oyadav,HA Oyadav,Công ty con,Chi hộ,539.227,4.424.136,,,539227.0,4424136.0
HA Oyadav,Phải thu ngắn hạn khác (TM số 7) > HA Oyadav,HA Oyadav,Công ty con,Cấn trừ công nợ,20.249,15.192.236,,,20249.0,15192236.0
HA Rattanakiri,Phải thu ngắn hạn khác (TM số 7) > HA Rattanakiri,HA Rattanakiri,Công ty con,Lãi cho vay,3.404.950,2.494.078,,,3404950.0,2494078.0
HA Rattanakiri,Phải thu ngắn hạn khác (TM số 7) > HA Rattanakiri,HA Rattanakiri,Công ty con,Chi hộ,43.711,47.736,,,43711.0,47736.0
An Đông Mia,Phải thu ngắn hạn khác (TM số 7) > An Đông Mia,An Đông Mia,Công ty có cùng thành viên HĐQT,Cấn trừ công nợ,2.747.095,-,,,2747095.0,
HAQM Việt Nam,Phải thu ngắn hạn khác (TM số 7) > HAQM Việt Nam,HAQM Việt Nam,Công ty con,Lãi cho vay,2.184.513,-,,,2184513.0,
HAQM Việt Nam,Phải thu ngắn hạn khác (TM số 7) > HAQM Việt Nam,HAQM Việt Nam,Công ty con,Cấn trừ công nợ,-,603.251.372,,,,603251372.0
CRD,Phải thu ngắn hạn khác (TM số 7) > CRD,CRD,Công ty con,Chi hộ,1.930.415,2.182.352,,,1930415.0,2182352.0
HAG,Phải thu ngắn hạn khác (TM số 7) > HAG,HAG,Công ty mẹ,Cho mượn,680.800,680.800,,,680800.0,680800.0
Bò sữa Tây Nguyên,Phải thu ngắn hạn khác (TM số 7) > Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Công ty con,Lãi cho vay,172.352,7.505.153,,,172352.0,7505153.0
Bò sữa Tây Nguyên,Phải thu ngắn hạn khác (TM số 7) > Bò sữa Tây Nguyên,Bò sữa Tây Nguyên,Công ty con,Chi hộ,6.037.200,-,,,6037200.0,
Đại Thắng,Phải thu ngắn hạn khác (TM số 7) > Đại Thắng,Đại Thắng,Công ty trong cùng Tập đoàn,Chi hộ,132.314,132.313,,,132314.0,132313.0
Heng Brothers,Phải thu ngắn hạn khác (TM số 7) > Heng Brothers,Heng Brothers,Công ty con,Chi hộ,30.561,-,,,30561.0,
HA Đắk Lắk,Phải thu ngắn hạn khác (TM số 7) > HA Đắk Lắk,HA Đắk Lắk,Công ty con,Cấn trừ công nợ,-,65.269.198,,,,65269198.0
HA Đắk Lắk,Phải thu ngắn hạn khác (TM số 7) > HA Đắk Lắk,HA Đắk Lắk,Công ty con,Lãi cho vay,-,2.988.881,,,,2988881.0
HA Đắk Lắk,Phải thu ngắn hạn khác (TM số 7) > HA Đắk Lắk,HA Đắk Lắk,Công ty con,Chi hộ,505.440,5.325,,,505440.0,5325.0
Công ty TNHH Bình Phước Kratie Rubber 2,Phải thu ngắn hạn khác (TM số 7) > Công ty TNHH Bình Phước Kratie Rubber 2,Công ty TNHH Bình Phước Kratie Rubber 2,Công ty có cùng thành viên HĐQT,Chi hộ,-,140.205,,,,140205.0
TỔNG CỘNG,Phải thu ngắn hạn khác (TM số 7) > TỔNG CỘNG,TỔNG CỘNG,,,2.300.898.116,1.712.100.804,,,2300898116.0,1712100804.0
