row_label_raw,row_label_full,Tên công ty con,Trụ sở,Tình trạng hoạt động,Tỷ lệ sở hữu và biểu quyết (%),numeric__Trụ sở,numeric__Tình trạng hoạt động,numeric__Tỷ lệ sở hữu và biểu quyết (%)
"(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","Sekong, Lào",Đang hoạt động,"100,00",,,100.0
"(2) Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (trước đây là Công ty Cổ phần Cao su Hoàng Anh - Quang Minh) (""HAQM Việt Nam"")","(2) Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (trước đây là Công ty Cổ phần Cao su Hoàng Anh - Quang Minh) (""HAQM Việt Nam"")","(2) Công ty TNHH MTV Cao su Hoàng Anh Quang Minh (trước đây là Công ty Cổ phần Cao su Hoàng Anh - Quang Minh) (""HAQM Việt Nam"")","Gia Lai, Việt Nam",Đang hoạt động,"100,00",,,100.0
"(3) Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")","(3) Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")","(3) Công ty Cổ phần Hoàng Anh Đắk Lắk (""HA Đắk Lắk"")","Đắk Lắk, Việt Nam",Đang hoạt động,"99,96",,,99.96
"(4) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")","(4) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")","(4) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")","Attapeu, Lào",Đang hoạt động,"100,00",,,100.0
"(5) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")","(5) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")","(5) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")","Ratanakiri, Campuchia",Đang hoạt động,"100,00",,,100.0
"(6) Công ty TNHH Heng Brothers (""Heng Brothers"")","(6) Công ty TNHH Heng Brothers (""Heng Brothers"")","(6) Công ty TNHH Heng Brothers (""Heng Brothers"")","Ratanakiri, Campuchia",Đang hoạt động,"100,00",,,100.0
"(7) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")","(7) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")","(7) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")","Ratanakiri, Campuchia",Đang hoạt động,"100,00",,,100.0
"(8) Công ty TNHH CRD (""CRD"")","(8) Công ty TNHH CRD (""CRD"")","(8) Công ty TNHH CRD (""CRD"")","Ratanakiri, Campuchia",Đang hoạt động,"100,00",,,100.0
"(9) Công ty TNHH MTV Hoàng Anh Andong Meas (""HA Andong Meas"")","(9) Công ty TNHH MTV Hoàng Anh Andong Meas (""HA Andong Meas"")","(9) Công ty TNHH MTV Hoàng Anh Andong Meas (""HA Andong Meas"")","Ratanakiri, Campuchia",Đang hoạt động,"97,77",,,97.77
"(10) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")","(10) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")","(10) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")","Gia Lai, Việt Nam",Đang hoạt động,"100,00",,,100.0
"(11) Công ty TNHH MTV Bò sữa Tây Nguyên (trước đây là Công ty Cổ phần Bò sữa Tây Nguyên) (""Bò sữa Tây Nguyên"")","(11) Công ty TNHH MTV Bò sữa Tây Nguyên (trước đây là Công ty Cổ phần Bò sữa Tây Nguyên) (""Bò sữa Tây Nguyên"")","(11) Công ty TNHH MTV Bò sữa Tây Nguyên (trước đây là Công ty Cổ phần Bò sữa Tây Nguyên) (""Bò sữa Tây Nguyên"")","Gia Lai, Việt Nam",Đang hoạt động,"100,00",,,100.0
"(12) Công ty TNHH MTV Cao su Ban Mê (""Cao su Ban Mê"") (*)","(12) Công ty TNHH MTV Cao su Ban Mê (""Cao su Ban Mê"") (*)","(12) Công ty TNHH MTV Cao su Ban Mê (""Cao su Ban Mê"") (*)","Đắk Lắk, Việt Nam",Đang hoạt động,"99,96",,,99.96
