row_label_raw,row_label_full,col_0,Số đầu năm,Số tăng trong năm,Số giảm trong năm,Ngàn VND Số cuối năm,numeric__Số đầu năm,numeric__Số tăng trong năm,numeric__Số giảm trong năm,numeric__Ngàn VND Số cuối năm
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,35.446.513,36.244.888,(17.417.216),54.274.185,35446513.0,36244888.0,-17417216.0,54274185.0
Thuế thu nhập doanh nghiệp (TM số 26),Phải thu > Thuế thu nhập doanh nghiệp (TM số 26),Thuế thu nhập doanh nghiệp (TM số 26),285.831,-,-,285.831,285831.0,,,285831.0
Thuế khác,Phải thu > Thuế khác,Thuế khác,-,3.631.821,(3.631.264),557,,3631821.0,-3631264.0,557.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,35.732.344,39.876.709,(21.048.480),54.560.573,35732344.0,39876709.0,-21048480.0,54560573.0
Phải trả,Phải trả,Phải trả,Phải trả,Phải trả,Phải trả,Phải trả,,,,
Thuế thu nhập cá nhân,Phải trả > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,189.963,1.618.317,(1.324.431),483.849,189963.0,1618317.0,-1324431.0,483849.0
