row_label_raw,row_label_full,"Tên ngân hàng > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt nam (""BIDV""), Chi nhánh Gia Lai",Số cuối năm > 722.805.307,Số đầu năm > 734.611.164,Ngân VNDMục đích vay > Tài trợ cho các dự án phát triển trồng cây cao su và mua sắm máy móc thiết bị của các công ty con tại Lào.,numeric__Số cuối năm > 722.805.307,numeric__Số đầu năm > 734.611.164,numeric__Ngân VNDMục đích vay > Tài trợ cho các dự án phát triển trồng cây cao su và mua sắm máy móc thiết bị của các công ty con tại Lào.
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Sài Gòn","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Sài Gòn","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank""), Chi nhánh Sài Gòn",262.454.605,262.454.605,Tài trợ cho các dự án phát triển trồng cây cao su và mua sắm máy móc thiết bị của các công ty con tại Campuchia.,262454605.0,262454605.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,985.259.912,997.065.769,,985259912.0,997065769.0,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,861.460.373123.799.539,986.506.66510.559.104,,8.614603731237996e+17,9.86506665105591e+16,
