row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,403.053.261,302.706.313,403053261.0,302706313.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,226.894.569,98.001.828,226894569.0,98001828.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,152.450.400,152.450.400,152450400.0,152450400.0
Khác,Khác,Khác,23.708.292,52.254.085,23708292.0,52254085.0
Dài hạn,Dài hạn,Dài hạn,185.916.164,237.837.713,185916164.0,237837713.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,185.916.164,237.837.713,185916164.0,237837713.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,588.969.425,540.544.026,588969425.0,540544026.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả ngắn hạn bên liên quan (TM số 27),Trong đó: > Phải trả ngắn hạn bên liên quan (TM số 27),Phải trả ngắn hạn bên liên quan (TM số 27),148.927.488,32.338.512,148927488.0,32338512.0
Phải trả dài hạn bên liên quan (TM số 27),Trong đó: > Phải trả dài hạn bên liên quan (TM số 27),Phải trả dài hạn bên liên quan (TM số 27),-,4.633.007,,4633007.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,440.041.937,503.572.507,440041937.0,503572507.0
