row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,12.638.602.864,7.745.411.311,,,12638602864.0,7745411311.0
310,310,310,I. Nợ ngắn hạn,,8.928.768.596,4.961.672.936,,,8928768596.0,4961672936.0
311,311,311,1. Phải trả người bán ngắn hạn,13,649.293.236,529.091.273,,13.0,649293236.0,529091273.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,14,68.279.069,478.164.530,,14.0,68279069.0,478164530.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,483.849,189.963,,17.0,483849.0,189963.0
314,314,314,4. Phải trả người lao động,,6.836.589,6.980.761,,,6836589.0,6980761.0
315,315,315,5. Chi phí phải trả ngắn hạn,15,403.053.261,302.706.313,,15.0,403053261.0,302706313.0
319,319,319,6. Phải trả ngắn hạn khác,16,1.121.211.542,209.575.929,,16.0,1121211542.0,209575929.0
320,320,320,7. Vay ngắn hạn,18,6.679.611.050,3.434.964.167,,18.0,6679611050.0,3434964167.0
330,330,330,II. Nợ dài hạn,,3.709.834.268,2.783.738.375,,,3709834268.0,2783738375.0
333,333,333,1. Chi phí phải trả dài hạn,15,185.916.164,237.837.713,,15.0,185916164.0,237837713.0
337,337,337,2. Phải trả dài hạn khác,16,661.265.916,754.133.163,,16.0,661265916.0,754133163.0
338,338,338,3. Vay dài hạn,18,2.862.652.188,1.791.767.499,,18.0,2862652188.0,1791767499.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,12.161.231.698,12.188.150.306,,,12161231698.0,12188150306.0
410,410,410,I. Vốn chủ sở hữu,19,12.161.231.698,12.188.150.306,,19.0,12161231698.0,12188150306.0
411,411,411,1. Vốn cổ phần,,11.085.538.950,11.085.538.950,,,11085538950.0,11085538950.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,11.085.538.950,11.085.538.950,,,11085538950.0,11085538950.0
412,412,412,2. Thặng dư vốn cổ phần,,1.170.127.000,1.170.127.000,,,1170127000.0,1170127000.0
421,421,421,3. Lỗ lũy kế,,(94.434.252),(67.515.644),,,-94434252.0,-67515644.0
421a,421a,421a,- (Lỗ)/lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,(68.715.644),1.108.104.220,,,-68715644.0,1108104220.0
421b,421b,421b,- Lỗ trong năm,,(25.718.608),(1.175.619.864),,,-25718608.0,-1175619864.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,24.799.834.562,19.933.561.617,,,24799834562.0,19933561617.0
