row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,110.384.849,252.800.057,110384849.0,252800057.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,95.906.752,241.452.432,95906752.0,241452432.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,10.711.352,11.333.126,10711352.0,11333126.0
Khác,Khác,Khác,3.766.745,14.499,3766745.0,14499.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,36.924.693,71.431.459,36924693.0,71431459.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,24.552.498,23.727.950,24552498.0,23727950.0
(Hoàn nhập dự phòng)/dự phòng phải thu khó đòi,(Hoàn nhập dự phòng)/dự phòng phải thu khó đòi,(Hoàn nhập dự phòng)/dự phòng phải thu khó đòi,(2.159.964),15.448.274,-2159964.0,15448274.0
Khấu hao và hao môn tài sản cố định,Khấu hao và hao môn tài sản cố định,Khấu hao và hao môn tài sản cố định,1.538.039,5.010.106,1538039.0,5010106.0
Khác,Khác,Khác,12.994.120,27.245.129,12994120.0,27245129.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,147.309.542,324.231.516,147309542.0,324231516.0
