row_label_raw,row_label_full,col_0,Giá trị sổ kế toán > 31/12/2018,Giá trị sổ kế toán > 01/01/2018,numeric__Giá trị sổ kế toán > 31/12/2018,numeric__Giá trị sổ kế toán > 01/01/2018
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,VND,VND,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,187.216.013.073,479.716.013.073,187216013073.0,479716013073.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",977.833.515.773,1.286.568.734.210,977833515773.0,1286568734210.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,71.117.856.841,65.861.363.935,71117856841.0,65861363935.0
,,,1.236.167.385.687,1.832.146.111.218,1236167385687.0,1832146111218.0
