row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,99.337.798.591,30.126.830.246,,24.0,99337798591.0,30126830246.0
02,02,02,2. Các khoản giảm trừ doanh thu,25,30.982.909,-,,25.0,30982909.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,99.306.815.682,30.126.830.246,,,99306815682.0,30126830246.0
11,11,11,4. Giá vốn hàng bán,26,89.796.058.165,(81.654.521.089),,26.0,89796058165.0,-81654521089.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,9.510.757.517,111.781.351.335,,,9510757517.0,111781351335.0
21,21,21,6. Doanh thu hoạt động tài chính,27,43.542.997.112,9.075.214.291,,27.0,43542997112.0,9075214291.0
22,22,22,7. Chi phí tài chính,28,(11.787.094.774),(56.053.684.695),,28.0,-11787094774.0,-56053684695.0
23,23,23,Trong đó: Chi phí lãi vay,,3.521.006.270,(74.637.986.686),,,3521006270.0,-74637986686.0
25,25,25,8. Chi phí bán hàng,29,984.289.268,1.244.812.737,,29.0,984289268.0,1244812737.0
26,26,26,9. Chi phí quản lý doanh nghiệp,30,87.441.653.981,793.970.042.678,,30.0,87441653981.0,793970042678.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,(23.585.093.846),(618.304.605.094),,,-23585093846.0,-618304605094.0
31,31,31,11. Thu nhập khác,31,415.446.911,214.220.816,,31.0,415446911.0,214220816.0
32,32,32,12. Chi phí khác,32,144.540.421,3.725.614.285,,32.0,144540421.0,3725614285.0
40,40,40,13. Lợi nhuận khác,,270.906.490,(3.511.393.469),,,270906490.0,-3511393469.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,(23.314.187.356),(621.815.998.563),,,-23314187356.0,-621815998563.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,33,-,128.590.265,,33.0,,128590265.0
52,52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,(23.314.187.356),(621.944.588.828),,,-23314187356.0,-621944588828.0
