row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị,31/12/2018 > Số có khả năng trả nợ,01/01/2018 > Giá trị,01/01/2018 > Số có khả năng trả nợ,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Số có khả năng trả nợ,numeric__01/01/2018 > Giá trị,numeric__01/01/2018 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,- Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,5.377.906.433,5.377.906.433,4.643.447.433,4.643.447.433,5377906433.0,5377906433.0,4643447433.0,4643447433.0
- Công ty TNHH Bê tông và Xây dựng Minh Đức,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bê tông và Xây dựng Minh Đức,- Công ty TNHH Bê tông và Xây dựng Minh Đức,-,-,1.998.173.220,1.998.173.220,,,1998173220.0,1998173220.0
- Công ty TNHH VNT,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH VNT,- Công ty TNHH VNT,1.278.702.061,1.278.702.061,1.849.806.891,1.849.806.891,1278702061.0,1278702061.0,1849806891.0,1849806891.0
- Tổng Công ty Đầu tư phát triển hạ tầng đô thị UDIC - Công ty TNHH MTV,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Tổng Công ty Đầu tư phát triển hạ tầng đô thị UDIC - Công ty TNHH MTV,- Tổng Công ty Đầu tư phát triển hạ tầng đô thị UDIC - Công ty TNHH MTV,1.640.063.507,1.640.063.507,2.090.680.171,2.090.680.171,1640063507.0,1640063507.0,2090680171.0,2090680171.0
- Chi nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Chi nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,- Chi nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,2.672.432.244,2.672.432.244,3.372.432.244,3.372.432.244,2672432244.0,2672432244.0,3372432244.0,3372432244.0
- Phải trả các đối tượng,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Phải trả các đối tượng,- Phải trả các đối tượng,6.403.118.808,6.403.118.808,5.389.812.254,5.389.812.254,6403118808.0,6403118808.0,5389812254.0,5389812254.0
,,,17.372.223.053,17.372.223.053,19.344.352.213,19.344.352.213,17372223053.0,17372223053.0,19344352213.0,19344352213.0
b) Số nợ quá hạn chưa thanh toán,b) Số nợ quá hạn chưa thanh toán,b) Số nợ quá hạn chưa thanh toán,b) Số nợ quá hạn chưa thanh toán,b) Số nợ quá hạn chưa thanh toán,b) Số nợ quá hạn chưa thanh toán,b) Số nợ quá hạn chưa thanh toán,,,,
- Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,b) Số nợ quá hạn chưa thanh toán > - Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,- Công ty Cổ phần Khách sạn và Dịch vụ Đại Dương,5.377.906.433,5.377.906.433,4.643.447.433,4.643.447.433,5377906433.0,5377906433.0,4643447433.0,4643447433.0
- Công ty TNHH Bê tông và Xây dựng Minh Đức,b) Số nợ quá hạn chưa thanh toán > - Công ty TNHH Bê tông và Xây dựng Minh Đức,- Công ty TNHH Bê tông và Xây dựng Minh Đức,-,-,1.998.173.220,1.998.173.220,,,1998173220.0,1998173220.0
- Công ty TNHH VNT,b) Số nợ quá hạn chưa thanh toán > - Công ty TNHH VNT,- Công ty TNHH VNT,1.278.702.061,1.278.702.061,1.849.806.891,1.849.806.891,1278702061.0,1278702061.0,1849806891.0,1849806891.0
- Tổng Công ty Đầu tư phát triển hạ tầng đô thị UDIC - Công ty TNHH MTV,b) Số nợ quá hạn chưa thanh toán > - Tổng Công ty Đầu tư phát triển hạ tầng đô thị UDIC - Công ty TNHH MTV,- Tổng Công ty Đầu tư phát triển hạ tầng đô thị UDIC - Công ty TNHH MTV,1.640.063.507,1.640.063.507,2.090.680.171,2.090.680.171,1640063507.0,1640063507.0,2090680171.0,2090680171.0
- Chi nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,b) Số nợ quá hạn chưa thanh toán > - Chi nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,- Chi nhánh Công ty Cổ phần cửa số Nhựa Châu Âu tại Đà Nẵng,2.672.432.244,2.672.432.244,3.372.432.244,3.372.432.244,2672432244.0,2672432244.0,3372432244.0,3372432244.0
,,,10.969.104.245,10.969.104.245,13.954.539.959,13.954.539.959,10969104245.0,10969104245.0,13954539959.0,13954539959.0
