row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 > VND,Năm 2017 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 > VND,numeric__Năm 2017 > VND
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,(23.314.187.356),(621.815.998.563),,,-23314187356.0,-621815998563.0
,,,2. Điều chỉnh cho các khoản,,49.519.566.392,712.748.823.459,,,49519566392.0,712748823459.0
02,02,02,- Khấu hao tài sản cố định và bắt động sản đầu tư,,426.999.601,436.124.645,,,426999601.0,436124645.0
03,03,03,- Các khoản dự phòng,,50.451.188.990,795.839.879.791,,,50451188990.0,795839879791.0
05,05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(4.879.628.469),(8.889.194.291),,,-4879628469.0,-8889194291.0
06,06,06,- Chi phí lãi vay,,3.521.006.270,(74.637.986.686),,,3521006270.0,-74637986686.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,26.205.379.036,90.932.824.896,,,26205379036.0,90932824896.0
09,09,09,"- Tăng, giảm các khoản phải thu",,198.622.863.420,116.012.298.485,,,198622863420.0,116012298485.0
10,10,10,"- Tăng, giảm hàng tồn kho",,12.563.330.301,(27.000.593.745),,,12563330301.0,-27000593745.0
11,11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(285.780.932.674),(44.944.989.299),,,-285780932674.0,-44944989299.0
12,12,12,"- Tăng, giảm chi phí trả trước",,8.210.833.603,7.904.415.160,,,8210833603.0,7904415160.0
14,14,14,- Tiền lãi vay đã trả,,-,(28.248.960.328),,,,-28248960328.0
17,17,17,- Tiền chi khác cho hoạt động kinh doanh,,(10.204.634),(101.200.000),,,-10204634.0,-101200000.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(40.188.730.948),114.553.795.169,,,-40188730948.0,114553795169.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(7.680.594.780),(7.881.105.730),,,-7680594780.0,-7881105730.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,275.000.000,-,,,275000000.0,
23,23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(28.350.000.000),-,,,-28350000000.0,
25,25,25,4. Tiền chi đầu tư góp vốn vào đơn vị khác,,(43.000.000),(322.000.000),,,-43000000.0,-322000000.0
26,26,26,5. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,292.500.000.000,324.980.000,,,292500000000.0,324980000.0
27,27,27,"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,4.604.628.469,9.075.214.291,,,4604628469.0,9075214291.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,261.306.033.689,1.197.088.561,,,261306033689.0,1197088561.0
