row_label_raw,row_label_full,- Thuế giá trị gia tăng,Số phải thuđầu nămVND > -,Số phải nộpđầu nămVND > 2.971.666.331,Số phải nộptrong nămVND > 204.039.646,Số đã thực nộptrong nămVND > 3.175.705.977,Số phải thucuối nămVND > -,Số phải nộpcuối nămVND > -,numeric__Số phải thuđầu nămVND > -,numeric__Số phải nộpđầu nămVND > 2.971.666.331,numeric__Số phải nộptrong nămVND > 204.039.646,numeric__Số đã thực nộptrong nămVND > 3.175.705.977,numeric__Số phải thucuối nămVND > -,numeric__Số phải nộpcuối nămVND > -
- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,1.086.218.583,-,-,-,1.086.218.583,-,1086218583.0,,,,1086218583.0,
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,72.499.938,764.889.575,809.689.399,-,27.700.114,,72499938.0,764889575.0,809689399.0,,27700114.0
"- Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất","- Thuế nhà đất, tiền thuê đất",10.489.160,-,3.082.716.000,1.541.358.000,-,1.530.868.840,10489160.0,,3082716000.0,1541358000.0,,1530868840.0
- Các loại thuế khác,- Các loại thuế khác,- Các loại thuế khác,-,-,4.000.000,4.000.000,-,-,,,4000000.0,4000000.0,,
,,,1.096.707.743,3.044.166.269,4.055.645.221,5.530.753.376,1.086.218.583,1.558.568.954,1096707743.0,3044166269.0,4055645221.0,5530753376.0,1086218583.0,1558568954.0
