row_label_raw,row_label_full,col_0,Vốn đầu tư của Chủ sở hữu,Vốn khác của chủ sở hữu,Cổ phiếu quỹ,Quỹ khác thuộc vốn chủ sở hữu,Quỹ đầu tư phát triển,Lợi nhuận chưa phân phối,Cộng,numeric__Vốn đầu tư của Chủ sở hữu,numeric__Vốn khác của chủ sở hữu,numeric__Cổ phiếu quỹ,numeric__Quỹ khác thuộc vốn chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận chưa phân phối,numeric__Cộng
,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,3.000.000.000.000,1.286.825.482,(10.000),10.830.443.286,99.871.176.744,(2.139.977.598.474),972.010.837.038,3000000000000.0,1286825482.0,-10000.0,10830443286.0,99871176744.0,-2139977598474.0,972010837038.0
Lỗ trong năm trước,Lỗ trong năm trước,Lỗ trong năm trước,-,-,-,-,-,(621.944.588.828),(621.944.588.828),,,,,,-621944588828.0,-621944588828.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,3.000.000.000.000,1.286.825.482,(10.000),10.830.443.286,99.871.176.744,(2.761.922.187.302),350.066.248.210,3000000000000.0,1286825482.0,-10000.0,10830443286.0,99871176744.0,-2761922187302.0,350066248210.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,3.000.000.000.000,1.286.825.482,(10.000),10.830.443.286,99.871.176.744,(2.761.922.187.302),350.066.248.210,3000000000000.0,1286825482.0,-10000.0,10830443286.0,99871176744.0,-2761922187302.0,350066248210.0
Lỗ trong năm nay,Lỗ trong năm nay,Lỗ trong năm nay,-,-,-,-,-,(23.314.187.356),(23.314.187.356),,,,,,-23314187356.0,-23314187356.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.000.000.000.000,1.286.825.482,(10.000),10.830.443.286,99.871.176.744,(2.785.236.374.658),326.752.060.854,3000000000000.0,1286825482.0,-10000.0,10830443286.0,99871176744.0,-2785236374658.0,326752060854.0
