row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,,
Thu tiền mua cổ phiếu,Ông Nguyễn Ngọc Huy > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,11.470.000.000,-,11470000000.0,
Chuyển nhượng bất động sản,Ông Nguyễn Ngọc Huy > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,1.899.306.921,2.956.300.679,1899306921.0,2956300679.0
Thu tiền chuyển nhượng bất động sản,Ông Nguyễn Ngọc Huy > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,350.000.000,2.300.000.000,350000000.0,2300000000.0
Nhận tiền trước từ chuyển nhượng bất động sản,Ông Nguyễn Ngọc Huy > Nhận tiền trước từ chuyển nhượng bất động sản,Nhận tiền trước từ chuyển nhượng bất động sản,-,700.000.000,,700000000.0
Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,,
Thu tiền mua cổ phiếu,Ông Nguyễn Đình Trí > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,10.930.000.000,-,10930000000.0,
Chuyển nhượng bất động sản,Ông Nguyễn Đình Trí > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,-,6.332.103.195,,6332103195.0
Thu tiền chuyển nhượng bất động sản,Ông Nguyễn Đình Trí > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,-,5.000.000.000,,5000000000.0
Ông Nguyễn Văn Quang,Ông Nguyễn Văn Quang,Ông Nguyễn Văn Quang,Ông Nguyễn Văn Quang,Ông Nguyễn Văn Quang,,
Thu tiền mua cổ phiếu,Ông Nguyễn Văn Quang > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,231.000.000,-,231000000.0,
Ông Nguyễn Huy Lễ,Ông Nguyễn Huy Lễ,Ông Nguyễn Huy Lễ,Ông Nguyễn Huy Lễ,Ông Nguyễn Huy Lễ,,
Thu tiền chuyển nhượng bất động sản,Ông Nguyễn Huy Lễ > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,-,2.700.000.000,,2700000000.0
Chuyển nhượng bất động sản,Ông Nguyễn Huy Lễ > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,2.110.701.065,4.221.402.130,2110701065.0,4221402130.0
Nhận tiền trước từ chuyển nhượng bất động sản,Ông Nguyễn Huy Lễ > Nhận tiền trước từ chuyển nhượng bất động sản,Nhận tiền trước từ chuyển nhượng bất động sản,-,1.800.000.000,,1800000000.0
Vay tiền,Ông Nguyễn Huy Lễ > Vay tiền,Vay tiền,-,500.000.000,,500000000.0
Hoàn trả tiền vay bằng hình thức cấn trừ công nợ khoản phải thu,Ông Nguyễn Huy Lễ > Hoàn trả tiền vay bằng hình thức cấn trừ công nợ khoản phải thu,Hoàn trả tiền vay bằng hình thức cấn trừ công nợ khoản phải thu,-,500.000.000,,500000000.0
Thu tiền chuyển nhượng bất động sản bằng hình thức cấn trừcông nợ thỏa thuận vay,Ông Nguyễn Huy Lễ > Thu tiền chuyển nhượng bất động sản bằng hình thức cấn trừcông nợ thỏa thuận vay,Thu tiền chuyển nhượng bất động sản bằng hình thức cấn trừcông nợ thỏa thuận vay,-,500.000.000,,500000000.0
Ông Phạm Công Thành,Ông Phạm Công Thành,Ông Phạm Công Thành,Ông Phạm Công Thành,Ông Phạm Công Thành,,
Chuyển nhượng bất động sản,Ông Phạm Công Thành > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,24.144.937.867,-,24144937867.0,
Nhận tiền trước từ chuyển nhượng bất động sản,Ông Phạm Công Thành > Nhận tiền trước từ chuyển nhượng bất động sản,Nhận tiền trước từ chuyển nhượng bất động sản,-,5.000.000.000,,5000000000.0
Thu tiền chuyển nhượng bất động sản,Ông Phạm Công Thành > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,8.150.000.000,-,8150000000.0,
Bà Trần Thị Hoài An,Bà Trần Thị Hoài An,Bà Trần Thị Hoài An,Bà Trần Thị Hoài An,Bà Trần Thị Hoài An,,
Chuyển nhượng bất động sản,Bà Trần Thị Hoài An > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,20.000.000.000,-,20000000000.0,
Thu tiền chuyển nhượng bất động sản,Bà Trần Thị Hoài An > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,10.954.863.757,-,10954863757.0,
Thu tiền mua cổ phiếu,Bà Trần Thị Hoài An > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,5.920.000.000,-,5920000000.0,
Ông Phan Thanh Dũng,Ông Phan Thanh Dũng,Ông Phan Thanh Dũng,Ông Phan Thanh Dũng,Ông Phan Thanh Dũng,,
Điều chuyển công nợ phải thu,Ông Phan Thanh Dũng > Điều chuyển công nợ phải thu,Điều chuyển công nợ phải thu,269.841.549.667,-,269841549667.0,
Thu tiền mua cổ phiếu,Ông Phan Thanh Dũng > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,199.000.000,-,199000000.0,
Bà Ngô Thúy Vân,Bà Ngô Thúy Vân,Bà Ngô Thúy Vân,Bà Ngô Thúy Vân,Bà Ngô Thúy Vân,,
Chi hộ tiền chuyển nhượng bất động sản,Bà Ngô Thúy Vân > Chi hộ tiền chuyển nhượng bất động sản,Chi hộ tiền chuyển nhượng bất động sản,16.200.000.000,-,16200000000.0,
Thu hộ tiền chuyển nhượng bất động sản,Bà Ngô Thúy Vân > Thu hộ tiền chuyển nhượng bất động sản,Thu hộ tiền chuyển nhượng bất động sản,15.876.000.000,-,15876000000.0,
Thu tiền mua cổ phiếu,Bà Ngô Thúy Vân > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,11.470.000.000,-,11470000000.0,
Ông Phạm Quốc Huy,Ông Phạm Quốc Huy,Ông Phạm Quốc Huy,Ông Phạm Quốc Huy,Ông Phạm Quốc Huy,,
Thu tiền mua cổ phiếu,Ông Phạm Quốc Huy > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,70.000.000,-,70000000.0,
Ông Trần Phước An,Ông Trần Phước An,Ông Trần Phước An,Ông Trần Phước An,Ông Trần Phước An,,
Chuyển nhượng bất động sản,Ông Trần Phước An > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,14.000.000.000,-,14000000000.0,
Thu tiền chuyển nhượng bất động sản,Ông Trần Phước An > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,7.533.132.111,-,7533132111.0,
Thu tiền góp vốn,Ông Trần Phước An > Thu tiền góp vốn,Thu tiền góp vốn,94.900.000,-,94900000.0,
Ông Nguyễn Hồng Giang,Ông Nguyễn Hồng Giang,Ông Nguyễn Hồng Giang,Ông Nguyễn Hồng Giang,Ông Nguyễn Hồng Giang,,
Chuyển nhượng bất động sản,Ông Nguyễn Hồng Giang > Chuyển nhượng bất động sản,Chuyển nhượng bất động sản,24.000.000.000,-,24000000000.0,
Thu tiền chuyển nhượng bất động sản,Ông Nguyễn Hồng Giang > Thu tiền chuyển nhượng bất động sản,Thu tiền chuyển nhượng bất động sản,12.802.852.728,-,12802852728.0,
Thu tiền góp vốn,Ông Nguyễn Hồng Giang > Thu tiền góp vốn,Thu tiền góp vốn,94.900.000,-,94900000.0,
Ông Phan Huy Hân,Ông Phan Huy Hân,Ông Phan Huy Hân,Ông Phan Huy Hân,Ông Phan Huy Hân,,
Thu tiền mua cổ phiếu,Ông Phan Huy Hân > Thu tiền mua cổ phiếu,Thu tiền mua cổ phiếu,490.000.000,-,490000000.0,
