row_label_raw,row_label_full,Ngân hàng,Số cuối năm VND,Số đầu năm VND,Kỳ hạn trả gốc,Mục đích,Lãi suất %/năm,Hình thức đảm bảo,numeric__Số cuối năm VND,numeric__Số đầu năm VND,numeric__Kỳ hạn trả gốc,numeric__Mục đích,numeric__Lãi suất %/năm,numeric__Hình thức đảm bảo
Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn,,,,,,
Khoản vay 1,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn > Khoản vay 1,Khoản vay 1,1.499.999.536.029,1.499.999.536.029,Từ ngày 16/06/2026 đến ngày 07/03/2031,Tài trợ dự án Khu dân cư kết hợp chính trang đô thị Bắc Hà Thanh tại Tinh Gia Lai,"Lãi suất tiền gửi kỳ hạn 84 tháng + lãi suất từ 1,9% đến 2,51% không thấp hơn lãi suất tối thiểu 9,5%/năm",Quyền tài sản phát sinh từ dự án Khu dân cư kết hợp chính trang đô thị Bắc Hà Thanh,1499999536029.0,1499999536029.0,,,,
Khoản vay 2,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn > Khoản vay 2,Khoản vay 2,1.524.151.084.969,1.067.010.562.366,Ngày 5 tháng 1 năm 2026 đến ngày 16 tháng 11 năm 2032,"Tài trợ dự án tại Phường Thuận Giao, Thành phố Hồ Chí Minh","Lãi suất tiết kiệm linh hoạt kỳ hạn từ 60 tháng đến 72 tháng + lãi suất từ 1,5 đến 2,51%","Quyền sử dụng đất và tài sản gắn liền với đất và tài sản phát sinh từ dự án tại Khu Phó Hòa Lán 1, Phường Thuận Giao, TP Hồ Chí Minh",1524151084969.0,1067010562366.0,,,,
Khoản vay 3,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn > Khoản vay 3,Khoản vay 3,715.231.258.166,663.000.000.000,Ngày 5 tháng 1 năm 2026 đến ngày 16 tháng 11 năm 2032,"Tài trợ dự án tại Phường Thuận Giao, Thành phố Hồ Chí Minh","Lãi suất tiết kiệm linh hoạt kỳ hạn từ 60 tháng đến 108 tháng + lãi suất từ 1,5 đến 2,51%","Toàn bộ phần vốn góp tại Công ty Cổ phần Bất động sản Đầu tư và Phát triển Cao ốc Thiên Long, Công ty Cổ phần Bất động sản Đầu tư và Phát triển Cao ốc Hòa Phú và Công ty Cổ phần Bất động sản Đầu tư và Phát triển Cao ốc Bình Dương thuộc sở hữu của các cổ đông; Toàn bộ cổ phần của Công ty Cổ phần Bến Thành - Long Hải thuộc sở hữu của các Cổ đông; Quyền sử dụng đất và tài sản gắn liền với đất tại Dư án Khu du lịch Bến Thành - Long Hải, Xã Phước Hải, TP Hồ Chí Minh",715231258166.0,663000000000.0,,,,
Khoản vay 4,Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Sài Gòn > Khoản vay 4,Khoản vay 4,-,100.000.000.000,Ngày 28 tháng 10 năm 2025,Bổ sung vốn lưu động,"Lãi suất tiết kiệm linh hoạt kỳ hạn từ 12 tháng + 1,01, không thấp hơn lãi suất tối thiểu là 7,51%/năm",Hợp đồng tiền gửi tại Ngân hàng Thương mại cổ phần Quân Đội - Chínhánh Sài Gòn,,100000000000.0,,,,
