row_label_raw,row_label_full,STT,Tên,Mối quan hệ,numeric__Tên,numeric__Mối quan hệ
32,32,32,Bà Ngô Thị Minh Hương,Bên liên quan của Chủ tịch HĐQT,,
33,33,33,Ông Dương Lê Vũ Thành,Bên liên quan của Công ty con,,
34,34,34,Ông Hoàng Võ Anh Khoa,Bên liên quan của Công ty con đến ngày 31/03/2025,,
35,35,35,Ông Dương Văn Toàn,Bên liên quan của Công ty con đến ngày 12/11/2025,,
36,36,36,Bà Trần Thị Hường,Bên liên quan của Công ty con,,
37,37,37,Ông Nguyễn Ngọc Huy,Bên liên quan của Công ty con,,
38,38,38,Ông Nguyễn Huy Lễ,Bên liên quan của Công ty con đến ngày 25/12/2025,,
39,39,39,Bà Trần Thị Hoài An,Bên liên quan của Công ty con từ ngày 14/11/2025,,
40,40,40,Ông Phan Thanh Dũng,Bên liên quan của Công ty con từ ngày 31/10/2025,,
41,41,41,Ông Phan Huy Hân,Bên liên quan của Công ty con,,
42,42,42,Bà Ngô Thúy Vân,Bên liên quan của Công ty con đến ngày 01/02/2026,,
43,43,43,Ông Phạm Quốc Huy,Bên liên quan của Công ty con từ ngày 30/10/2025,,
44,44,44,Ông Trần Phước An,Bên liên quan của Công ty con từ ngày 03/12/2025,,
45,45,45,Ông Nguyễn Hồng Giang,Bên liên quan của Công ty con từ ngày 03/12/2025,,
46,46,46,Ông Nguyễn Hữu Lễ,Bên liên quan của Công ty con đến ngày 02/12/2025,,
47,47,47,Ông Phạm Công Thành,Bên liên quan của Công ty con đến ngày 02/12/2025,,
48,48,48,Ông Phan Tại Sanh,Bên liên quan của Công ty con đến ngày 13/11/2025,,
