row_label_raw,row_label_full,Ông Bùi Quang Anh Vũ,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Phó Tổng Giám đốc,,,
Ông Truong Ngọc Dũng,Ông Truong Ngọc Dũng,Ông Truong Ngọc Dũng,Phó Tổng Giám đốc,,,
Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Phó Tổng Giám đốc,,,
Ông Nguyễn Hữu,Ông Nguyễn Hữu,Ông Nguyễn Hữu,Phó Tổng Giám đốc,Bổ nhiệm ngày 22/01/2025,,
Bà Đăng Việt Tú Uyên,Bà Đăng Việt Tú Uyên,Bà Đăng Việt Tú Uyên,Phó Tổng Giám đốc,Bổ nhiệm ngày 22/01/2025,,
Ông Phan Lê Hòa,Ông Phan Lê Hòa,Ông Phan Lê Hòa,Phó Tổng Giám đốc,Từ nhiệm ngày 23/01/2025,,
