row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,651.036.173.689,261.706.612.977,1.0,,651036173689.0,261706612977.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
"Khấu hao TSCĐ và BĐSĐT, LTTM","Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSĐT, LTTM","Khấu hao TSCĐ và BĐSĐT, LTTM",02,,12.521.972.071,16.697.610.399,2.0,,12521972071.0,16697610399.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,7.500.000.000,8.500.000.000,3.0,,7500000000.0,8500000000.0
Lỗ các khoản chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Điều chỉnh cho các khoản > Lỗ các khoản chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ các khoản chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,1.625.121.688,34.904.157.050,4.0,,1625121688.0,34904157050.0
(Lãi) hoạt động đầu tư,Điều chỉnh cho các khoản > (Lãi) hoạt động đầu tư,(Lãi) hoạt động đầu tư,05,,(540.443.842.555),(351.627.419.094),5.0,,-540443842555.0,-351627419094.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,346.780.293.539,284.861.000.405,6.0,,346780293539.0,284861000405.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,479.019.718.432,255.041.961.737,8.0,,479019718432.0,255041961737.0
(Tăng) các khoản phải thu,Điều chỉnh cho các khoản > (Tăng) các khoản phải thu,(Tăng) các khoản phải thu,09,,(1.794.905.937.895),(2.419.264.343.941),9.0,,-1794905937895.0,-2419264343941.0
(Tăng) hàng tồn kho,Điều chỉnh cho các khoản > (Tăng) hàng tồn kho,(Tăng) hàng tồn kho,10,,(2.637.011.816.513),(1.730.318.213.375),10.0,,-2637011816513.0,-1730318213375.0
"Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,1.690.489.573.269,(76.582.238.914),11.0,,1690489573269.0,-76582238914.0
(Tăng) chi phí trả trước,Điều chỉnh cho các khoản > (Tăng) chi phí trả trước,(Tăng) chi phí trả trước,12,,(1.032.219.708),(34.695.649.813),12.0,,-1032219708.0,-34695649813.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(607.378.805.139),(404.685.941.597),14.0,,-607378805139.0,-404685941597.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(102.519.503.083),(192.616.557.907),15.0,,-102519503083.0,-192616557907.0
Tiền thu khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,35.316.216,-,16.0,,35316216.0,
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(2.114.443.683),(13.081.212.604),17.0,,-2114443683.0,-13081212604.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(2.975.418.118.104),(4.616.202.196.414),20.0,,-2975418118104.0,-4616202196414.0
Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(27.159.681.402),(76.735.554.243),21.0,,-27159681402.0,-76735554243.0
"Tiền thu thanh lý, nhượng bán TSCĐ và các","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu thanh lý, nhượng bán TSCĐ và các","Tiền thu thanh lý, nhượng bán TSCĐ và các",22,,90.909.091,-,22.0,,90909091.0,
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(566.187.374.566),(100.000.000.000),23.0,,-566187374566.0,-100000000000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,1.210.267.445.333,-,24.0,,1210267445333.0,
Tiền chi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(769.728.787.692),(3.243.000.000),25.0,,-769728787692.0,-3243000000.0
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,1.712.216.675.643,1.083.070.000.000,26.0,,1712216675643.0,1083070000000.0
"Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Tiền thu lãi vay, cổ tức và lợi nhuận được chia",27,,12.752.872.492,7.067.797.960,27.0,,12752872492.0,7067797960.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,1.572.252.058.899,910.159.243.717,30.0,,1572252058899.0,910159243717.0
