row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,23,1.324.974.747.132,821.690.538.691,1.0,23.0,1324974747132.0,821690538691.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,10,,1.324.974.747.132,821.690.538.691,10.0,,1324974747132.0,821690538691.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,24,604.787.930.671,422.792.684.553,11.0,24.0,604787930671.0,422792684553.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,720.186.816.461,398.897.854.138,20.0,,720186816461.0,398897854138.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,25,637.996.313.245,401.457.567.727,21.0,25.0,637996313245.0,401457567727.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,26,349.041.455.934,319.865.157.455,22.0,26.0,349041455934.0,319865157455.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,346.780.293.539,284.861.000.405,23.0,,346780293539.0,284861000405.0
"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,(13.013.379.781),(49.830.148.633),24.0,,-13013379781.0,-49830148633.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,27,24.549.731.324,36.866.109.015,25.0,27.0,24549731324.0,36866109015.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,27,236.516.541.223,195.211.788.640,26.0,27.0,236516541223.0,195211788640.0
Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận thuần từ hoạt động kinh doanh,30,,735.062.021.444,198.582.218.122,30.0,,735062021444.0,198582218122.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,28,966.404.781,81.188.813.916,31.0,28.0,966404781.0,81188813916.0
Chi phí khác,Chi phí khác,Chi phí khác,32,29,84.992.252.536,18.064.419.061,32.0,29.0,84992252536.0,18064419061.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,40,,(84.025.847.755),63.124.394.855,40.0,,-84025847755.0,63124394855.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,,651.036.173.689,261.706.612.977,50.0,,651036173689.0,261706612977.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,31.1,38.172.361.565,200.285.831.890,51.0,311.0,38172361565.0,200285831890.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,31.2,98.175.462.961,(93.762.939.640),52.0,312.0,98175462961.0,-93762939640.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,514.688.349.163,155.183.720.727,60.0,,514688349163.0,155183720727.0
Lợi nhuận sau thuế của công ty mẹ,Lợi nhuận sau thuế của công ty mẹ,Lợi nhuận sau thuế của công ty mẹ,61,,515.069.907.619,155.087.685.811,61.0,,515069907619.0,155087685811.0
Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(381.558.456),96.034.916,62.0,,-381558456.0,96034916.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,70,32,534,184,70.0,32.0,534.0,184.0
Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,71,33,534,184,71.0,33.0,534.0,184.0
