row_label_raw,row_label_full,col_0,Tại 31/12/2025 > Giá trịVND,Tại 31/12/2025 > Số có khả năng trả nợVND,Tại 01/01/2025 > Giá trịVND,Tại 01/01/2025 > Số có khả năng trả nợVND,numeric__Tại 31/12/2025 > Giá trịVND,numeric__Tại 31/12/2025 > Số có khả năng trả nợVND,numeric__Tại 01/01/2025 > Giá trịVND,numeric__Tại 01/01/2025 > Số có khả năng trả nợVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,164.133.084.069,164.133.084.069,348.223.190.575,348.223.190.575,164133084069.0,164133084069.0,348223190575.0,348223190575.0
- Công ty Cổ phần Địa ốc Sài Gòn - KL,- Công ty Cổ phần Địa ốc Sài Gòn - KL,- Công ty Cổ phần Địa ốc Sài Gòn - KL,-,-,150.336.880.000,150.336.880.000,,,150336880000.0,150336880000.0
- Công ty Cổ phần Công trình Giao thông Sài Gòn,- Công ty Cổ phần Công trình Giao thông Sài Gòn,- Công ty Cổ phần Công trình Giao thông Sài Gòn,33.132.513.198,33.132.513.198,33.132.513.198,33.132.513.198,33132513198.0,33132513198.0,33132513198.0,33132513198.0
- Công ty TNHH MTV Cơ Khí và Xây dựng Thiên An,- Công ty TNHH MTV Cơ Khí và Xây dựng Thiên An,- Công ty TNHH MTV Cơ Khí và Xây dựng Thiên An,3.265.220.756,3.265.220.756,22.988.985.613,22.988.985.613,3265220756.0,3265220756.0,22988985613.0,22988985613.0
"- Ngân hàng TMCP Quân đội - CN Sài Gòn, Tp.Hồ Chí Minh","- Ngân hàng TMCP Quân đội - CN Sài Gòn, Tp.Hồ Chí Minh","- Ngân hàng TMCP Quân đội - CN Sài Gòn, Tp.Hồ Chí Minh",43.048.309.919,43.048.309.919,-,-,43048309919.0,43048309919.0,,
- Công ty Cổ phần Tập đoàn Đua Fat,- Công ty Cổ phần Tập đoàn Đua Fat,- Công ty Cổ phần Tập đoàn Đua Fat,16.412.823.609,16.412.823.609,22.512.823.609,22.512.823.609,16412823609.0,16412823609.0,22512823609.0,22512823609.0
- Công ty CP Đầu Tư Phú Mỹ Hưng,- Công ty CP Đầu Tư Phú Mỹ Hưng,- Công ty CP Đầu Tư Phú Mỹ Hưng,-,-,17.626.474.002,17.626.474.002,,,17626474002.0,17626474002.0
- Công ty TNHH Thương mại Dịch vụ Vận tải Xây dựng Giao thông T&T,- Công ty TNHH Thương mại Dịch vụ Vận tải Xây dựng Giao thông T&T,- Công ty TNHH Thương mại Dịch vụ Vận tải Xây dựng Giao thông T&T,16.472.242.230,16.472.242.230,16.472.242.230,16.472.242.230,16472242230.0,16472242230.0,16472242230.0,16472242230.0
- Công ty TNHH Xây Dụng Đồng Khánh,- Công ty TNHH Xây Dụng Đồng Khánh,- Công ty TNHH Xây Dụng Đồng Khánh,9.302.067.669,9.302.067.669,9.302.067.669,9.302.067.669,9302067669.0,9302067669.0,9302067669.0,9302067669.0
- Công Ty Cổ Phần Dịch Vụ Thương Mại Và Đầu Tư IDV,- Công Ty Cổ Phần Dịch Vụ Thương Mại Và Đầu Tư IDV,- Công Ty Cổ Phần Dịch Vụ Thương Mại Và Đầu Tư IDV,7.710.128,7.710.128,11.353.812.907,11.353.812.907,7710128.0,7710128.0,11353812907.0,11353812907.0
- Công ty CP Xây Dụng Central,- Công ty CP Xây Dụng Central,- Công ty CP Xây Dụng Central,4.840.803.490,4.840.803.490,6.927.687.331,6.927.687.331,4840803490.0,4840803490.0,6927687331.0,6927687331.0
- Công ty TNHH Mặt Trời Vàng,- Công ty TNHH Mặt Trời Vàng,- Công ty TNHH Mặt Trời Vàng,6.869.680.087,6.869.680.087,-,-,6869680087.0,6869680087.0,,
- Người bán khác,- Người bán khác,- Người bán khác,30.781.712.983,30.781.712.983,57.569.704.016,57.569.704.016,30781712983.0,30781712983.0,57569704016.0,57569704016.0
b) Dải hạn,b) Dải hạn,b) Dải hạn,-,-,-,-,,,,
Cộng,b) Dải hạn > Cộng,Cộng,164.133.084.069,164.133.084.069,348.223.190.575,348.223.190.575,164133084069.0,164133084069.0,348223190575.0,348223190575.0
