row_label_raw,row_label_full,col_0,Tại 31/12/2025 > Giá gốcVND,Tại 31/12/2025 > Phần chia lãi/lỗtrong công tyliên kếtVND,Tại 31/12/2025 > Giá trị theo phương phápvốn chủ sở hữuVND,Tại 01/01/2025 > Giá gốcVND,Tại 01/01/2025 > Phần chia lãi/lỗtrong công tyliên kếtVND,Tại 01/01/2025 > Giá trị theo phương phápvốn chủ sở hữuVND,numeric__Tại 31/12/2025 > Giá gốcVND,numeric__Tại 31/12/2025 > Phần chia lãi/lỗtrong công tyliên kếtVND,numeric__Tại 31/12/2025 > Giá trị theo phương phápvốn chủ sở hữuVND,numeric__Tại 01/01/2025 > Giá gốcVND,numeric__Tại 01/01/2025 > Phần chia lãi/lỗtrong công tyliên kếtVND,numeric__Tại 01/01/2025 > Giá trị theo phương phápvốn chủ sở hữuVND
,,,794.358.394.692,(83.612.419.216),710.745.975.476,105.823.107.000,(70.599.039.435),35.224.067.565,794358394692.0,-83612419216.0,710745975476.0,105823107000.0,-70599039435.0,35224067565.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",,,,,,
- Công ty TNHH ĐT Xây dựng Công trình PDP (1),"Đầu tư vào công ty liên doanh, liên kết > - Công ty TNHH ĐT Xây dựng Công trình PDP (1)",- Công ty TNHH ĐT Xây dựng Công trình PDP (1),23.315.339.564,(333.123.785),22.982.215.779,19.963.107.000,(281.503.438),19.681.603.562,23315339564.0,-333123785.0,22982215779.0,19963107000.0,-281503438.0,19681603562.0
- Công ty CP Bất Động Sản Commonwealth Properties,"Đầu tư vào công ty liên doanh, liên kết > - Công ty CP Bất Động Sản Commonwealth Properties",- Công ty CP Bất Động Sản Commonwealth Properties,85.860.000.000,(83.274.213.719),2.585.786.281,85.860.000.000,(70.317.535.997),15.542.464.003,85860000000.0,-83274213719.0,2585786281.0,85860000000.0,-70317535997.0,15542464003.0
- Công ty TNHH Đầu tư Bất động sản Cao TầngThuận An 1 (2),"Đầu tư vào công ty liên doanh, liên kết > - Công ty TNHH Đầu tư Bất động sản Cao TầngThuận An 1 (2)",- Công ty TNHH Đầu tư Bất động sản Cao TầngThuận An 1 (2),42.955.035.128,(510.126),42.954.525.002,-,-,-,42955035128.0,-510126.0,42954525002.0,,,
- Công ty CP Khu Đô Thị Mới Đồng Nai Riverside (3),"Đầu tư vào công ty liên doanh, liên kết > - Công ty CP Khu Đô Thị Mới Đồng Nai Riverside (3)",- Công ty CP Khu Đô Thị Mới Đồng Nai Riverside (3),295.789.270.000,(1.645.643),295.787.624.357,-,-,-,295789270000.0,-1645643.0,295787624357.0,,,
- Công ty CP Phát Triển Đô Thị Tam Hiệp (4),"Đầu tư vào công ty liên doanh, liên kết > - Công ty CP Phát Triển Đô Thị Tam Hiệp (4)",- Công ty CP Phát Triển Đô Thị Tam Hiệp (4),346.438.750.000,(2.925.943),346.435.824.057,-,-,-,346438750000.0,-2925943.0,346435824057.0,,,
Cộng,"Đầu tư vào công ty liên doanh, liên kết > Cộng",Cộng,794.358.394.692,(83.612.419.216),710.745.975.476,105.823.107.000,(70.599.039.435),35.224.067.565,794358394692.0,-83612419216.0,710745975476.0,105823107000.0,-70599039435.0,35224067565.0
