row_label_raw,row_label_full,Số đầu năm,Năm nay > 12.037,Năm trước > 2.113,numeric__Năm nay > 12.037,numeric__Năm trước > 2.113
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,-,25.967,,25967.0
Chi quỹ,Chi quỹ,Chi quỹ,(10.941),(16.043),-10941.0,-16043.0
Số cuối năm,Số cuối năm,Số cuối năm,1.096,12.037,1096.0,12037.0
