row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,Thành viên Hội đồng quản trị,,
Nhận tiền gửi,Thành viên Hội đồng quản trị > Nhận tiền gửi,Nhận tiền gửi,112.443,40.682,112443.0,40682.0
Chi phí lãi tiền gửi,Thành viên Hội đồng quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,16,17,16.0,17.0
Thù lao,Thành viên Hội đồng quản trị > Thù lao,Thù lao,7.283,6.408,7283.0,6408.0
Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,Thành viên Ban Tổng Giám đốc,,
Nhận tiền gửi,Thành viên Ban Tổng Giám đốc > Nhận tiền gửi,Nhận tiền gửi,15.587,30.435,15587.0,30435.0
Chi phí lãi tiền gửi,Thành viên Ban Tổng Giám đốc > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,245,101,245.0,101.0
Tiền lương và thường,Thành viên Ban Tổng Giám đốc > Tiền lương và thường,Tiền lương và thường,8.260,7.757,8260.0,7757.0
Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,Thành viên Ban kiểm soát,,
Nhận tiền gửi,Thành viên Ban kiểm soát > Nhận tiền gửi,Nhận tiền gửi,18.502,16.377,18502.0,16377.0
Chi phí lãi tiền gửi,Thành viên Ban kiểm soát > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,26,90,26.0,90.0
Thù lao,Thành viên Ban kiểm soát > Thù lao,Thù lao,1.960,1.806,1960.0,1806.0
Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,,
Hội đồng quản trị,Hội đồng quản trị,Hội đồng quản trị,Hội đồng quản trị,Hội đồng quản trị,,
Nhận tiền gửi,Hội đồng quản trị > Nhận tiền gửi,Nhận tiền gửi,66.058,110.759,66058.0,110759.0
Chi phí lãi tiền gửi,Hội đồng quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,394,197,394.0,197.0
Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,,
Nhận tiền gửi,Ban Tổng Giám đốc > Nhận tiền gửi,Nhận tiền gửi,33.697,30.398,33697.0,30398.0
Chi phí lãi tiền gửi,Ban Tổng Giám đốc > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,1.301,768,1301.0,768.0
Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,Các công ty và cá nhân có liên quan đến thành viên,,
Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,,
Nhận tiền gửi,Ban kiểm soát > Nhận tiền gửi,Nhận tiền gửi,987,1.207,987.0,1207.0
Chi phí lãi tiền gửi,Ban kiểm soát > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,84,81,84.0,81.0
