row_label_raw,row_label_full,col_0,31/12/2017VND,1/1/2017VND,numeric__31/12/2017VND,numeric__1/1/2017VND
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,
"Chi phí trả hộ Thai Vietjet Air Joint Stock Company Limited, một công ty liên kết","Bên liên quan > Chi phí trả hộ Thai Vietjet Air Joint Stock Company Limited, một công ty liên kết","Chi phí trả hộ Thai Vietjet Air Joint Stock Company Limited, một công ty liên kết",410.572.971.721,447.296.489.780,410572971721.0,447296489780.0
Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,,
Đặt cọc mua máy bay trong 12 tháng tiếp theo,Bên thứ ba > Đặt cọc mua máy bay trong 12 tháng tiếp theo,Đặt cọc mua máy bay trong 12 tháng tiếp theo,5.299.354.253.466,3.462.539.158.419,5299354253466.0,3462539158419.0
Đóng góp yào quỹ bảo dưỡng máy bay,Bên thứ ba > Đóng góp yào quỹ bảo dưỡng máy bay,Đóng góp yào quỹ bảo dưỡng máy bay,1.620.541.614.727,901.462.143.692,1620541614727.0,901462143692.0
Khoản chiết khấu mua hàng phải thu,Bên thứ ba > Khoản chiết khấu mua hàng phải thu,Khoản chiết khấu mua hàng phải thu,207.075.437.945,299.790.648.188,207075437945.0,299790648188.0
Tạm ứng cho nhân viên,Bên thứ ba > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,68.562.678.338,40.451.553.468,68562678338.0,40451553468.0
Phải thu từ quỹ bảo dưỡng máy bay,Bên thứ ba > Phải thu từ quỹ bảo dưỡng máy bay,Phải thu từ quỹ bảo dưỡng máy bay,36.240.516.195,14.573.306.867,36240516195.0,14573306867.0
Phải thu sửa chữa khoang máy bay,Bên thứ ba > Phải thu sửa chữa khoang máy bay,Phải thu sửa chữa khoang máy bay,9.030.285.032,12.079.587.527,9030285032.0,12079587527.0
Lãi tiền gửi ngân hàng,Bên thứ ba > Lãi tiền gửi ngân hàng,Lãi tiền gửi ngân hàng,8.029.352.361,1.706.069.444,8029352361.0,1706069444.0
Trả trước chi phí phát hành cổ phiếu,Bên thứ ba > Trả trước chi phí phát hành cổ phiếu,Trả trước chi phí phát hành cổ phiếu,-,32.409.850.138,,32409850138.0
Đặt cọc ngắn hạn khác,Bên thứ ba > Đặt cọc ngắn hạn khác,Đặt cọc ngắn hạn khác,52.829.252.297,30.296.462.087,52829252297.0,30296462087.0
Phải thu ngắn hạn khác,Bên thứ ba > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,43.022.070.206,36.477.195.196,43022070206.0,36477195196.0
,,,7.755.258.432.288,5.279.082.464.806,7755258432288.0,5279082464806.0
