row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2017 VND,1/1/2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__1/1/2017 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,17.668.643.983.650,10.313.466.695.796,100.0,,17668643983650.0,10313466695796.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,6.861.601.955.584,2.741.341.465.691,110.0,5.0,6861601955584.0,2741341465691.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,2.824.391.955.584,1.086.741.465.691,111.0,,2824391955584.0,1086741465691.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,4.037.210.000.000,1.654.600.000.000,112.0,,4037210000000.0,1654600000000.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,1.400.000.000,1.400.000.000,120.0,,1400000000.0,1400000000.0
Đầu tư nấm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nấm giữ đến ngày đáo hạn,Đầu tư nấm giữ đến ngày đáo hạn,123,,1.400.000.000,1.400.000.000,123.0,,1400000000.0,1400000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,10.223.453.944.832,7.128.756.627.068,130.0,,10223453944832.0,7128756627068.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,1.447.857.870.382,1.758.360.196.227,131.0,6.0,1447857870382.0,1758360196227.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7(a),533.003.878.162,91.313.966.035,132.0,,533003878162.0,91313966035.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,487.333.764.000,,135.0,8.0,487333764000.0,
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9(a),7.755.258.432.288,5.279.082.464.806,136.0,,7755258432288.0,5279082464806.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,10,267.181.519.500,137.930.296.755,140.0,10.0,267181519500.0,137930296755.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,315.006.563.734,304.038.306.282,150.0,,315006563734.0,304038306282.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,15(a),218.686.791.604,241.502.028.011,151.0,,218686791604.0,241502028011.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,881.949.735,5.682.750.824,152.0,,881949735.0,5682750824.0
Thuế phải thu Nhà Nước,TÀI SẢN > Thuế phải thu Nhà Nước,Thuế phải thu Nhà Nước,153,17(b),95.437.822.395,56.853.527.447,153.0,,95437822395.0,56853527447.0
