row_label_raw,row_label_full,col_0,Mã số,2017 VND,2016 VND,numeric__Mã số,numeric__2017 VND,numeric__2016 VND
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu từ phát hành cổ phiếu,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu,Tiền thu từ phát hành cổ phiếu,31,1.759.382.332.805,71.500.000.000,31.0,1759382332805.0,71500000000.0
Tiền thu từ đi vay,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,25.899.054.643.065,21.249.914.036.344,33.0,25899054643065.0,21249914036344.0
Tiền chi trả nợ gốc vay,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,33,(25.184.711.574.405),(18.035.136.049.967),33.0,-25184711574405.0,-18035136049967.0
Tiền chi trả cho hợp đồng hợp tác đầu tư,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả cho hợp đồng hợp tác đầu tư,Tiền chi trả cho hợp đồng hợp tác đầu tư,34,,(300.000.000.000),34.0,,-300000000000.0
Tiền chi trả cổ tức,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,(876.827.065.550),,36.0,-876827065550.0,
Lưu chuyển tiền thuần từ các hoạt động tài chính,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,1.596.898.335.915,2.986.277.986.377,40.0,1596898335915.0,2986277986377.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,4.133.085.324.022,1.792.109.497.882,50.0,4133085324022.0,1792109497882.0
Tiền và các khoản tương đương tiền đầu năm,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,2.741.341.465.691,923.512.917.695,60.0,2741341465691.0,923512917695.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiên và các khoản tương đương tiền,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiên và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiên và các khoản tương đương tiền,61,(7.067.608.098),6.624.195.754,61.0,-7067608098.0,6624195754.0
Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,61,(5.757.226.031),19.094.854.360,61.0,-5757226031.0,19094854360.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 5),LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \) (Thuyết minh 5),70,6.861.601.955.584,2.741.341.465.691,70.0,6861601955584.0,2741341465691.0
