row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2017VND,2016VND,,
Các cổ đông có ảnh hưởng đáng kê,Các cổ đông có ảnh hưởng đáng kê,Các cổ đông có ảnh hưởng đáng kê,Các cổ đông có ảnh hưởng đáng kê,Các cổ đông có ảnh hưởng đáng kê,,
Phát hành cổ phiếu phổ thông,Các cổ đông có ảnh hưởng đáng kê > Phát hành cổ phiếu phổ thông,Phát hành cổ phiếu phổ thông,1.894.029.876.000,-,1894029876000.0,
Tiền gửi có kỳ hạn,Các cổ đông có ảnh hưởng đáng kê > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,7.613.132.376.000,1.180.000.000.000,7613132376000.0,1180000000000.0
Thu nhập lãi tiền gửi,Các cổ đông có ảnh hưởng đáng kê > Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,54.601.970.070,10.663.536.965,54601970070.0,10663536965.0
Các khoản vay,Các cổ đông có ảnh hưởng đáng kê > Các khoản vay,Các khoản vay,3.551.832.052.518,758.722.469.930,3551832052518.0,758722469930.0
Chi phí lãi vay,Các cổ đông có ảnh hưởng đáng kê > Chi phí lãi vay,Chi phí lãi vay,6.914.005.671,5.960.878.899,6914005671.0,5960878899.0
Dịch vụ đã cung cấp,Các cổ đông có ảnh hưởng đáng kê > Dịch vụ đã cung cấp,Dịch vụ đã cung cấp,13.584.156.988,47.478.830.795,13584156988.0,47478830795.0
Chi phí dịch vụ tư vấn,Các cổ đông có ảnh hưởng đáng kê > Chi phí dịch vụ tư vấn,Chi phí dịch vụ tư vấn,1.975.600.000,4.379.100.000,1975600000.0,4379100000.0
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Chi phí chi hộ,Công ty liên kết > Chi phí chi hộ,Chi phí chi hộ,178.391.832.252,414.042.387.138,178391832252.0,414042387138.0
Dịch vụ đã cung cấp,Công ty liên kết > Dịch vụ đã cung cấp,Dịch vụ đã cung cấp,124.219.932.630,62.758.730.595,124219932630.0,62758730595.0
Đầu tư góp vốn,Công ty liên kết > Đầu tư góp vốn,Đầu tư góp vốn,-,60.000.000.000,,60000000000.0
"Thành viên Hội đồng Quản trị, Ban Giám đốc và Ban Kiểm soát","Thành viên Hội đồng Quản trị, Ban Giám đốc và Ban Kiểm soát","Thành viên Hội đồng Quản trị, Ban Giám đốc và Ban Kiểm soát","Thành viên Hội đồng Quản trị, Ban Giám đốc và Ban Kiểm soát","Thành viên Hội đồng Quản trị, Ban Giám đốc và Ban Kiểm soát",,
Thanh toán trên cơ sở cổ phiếu chi trả bằng vốn chủ sở hữu,"Thành viên Hội đồng Quản trị, Ban Giám đốc và Ban Kiểm soát > Thanh toán trên cơ sở cổ phiếu chi trả bằng vốn chủ sở hữu",Thanh toán trên cơ sở cổ phiếu chi trả bằng vốn chủ sở hữu,124.096.200.000,-,124096200000.0,
Thù lao và lương,"Thành viên Hội đồng Quản trị, Ban Giám đốc và Ban Kiểm soát > Thù lao và lương",Thù lao và lương,15.986.506.107,13.109.379.578,15986506107.0,13109379578.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Bán máy bay,Các bên liên quan khác > Bán máy bay,Bán máy bay,2.314.686.000.000,-,2314686000000.0,
Trà trước chi phí dịch vụ tư vấn,Các bên liên quan khác > Trà trước chi phí dịch vụ tư vấn,Trà trước chi phí dịch vụ tư vấn,442.728.000.000,-,442728000000.0,
Dịch vụ đã cung cấp,Các bên liên quan khác > Dịch vụ đã cung cấp,Dịch vụ đã cung cấp,259.838.194.701,110.351.533.077,259838194701.0,110351533077.0
Chi phí thuê máy bay,Các bên liên quan khác > Chi phí thuê máy bay,Chi phí thuê máy bay,18.115.812.000,-,18115812000.0,
Đặt cọc thuê máy bay,Các bên liên quan khác > Đặt cọc thuê máy bay,Đặt cọc thuê máy bay,36.064.548.000,-,36064548000.0,
Trà trước cho việc xây dựng văn phòng,Các bên liên quan khác > Trà trước cho việc xây dựng văn phòng,Trà trước cho việc xây dựng văn phòng,14.601.834.620,-,14601834620.0,
Thu nhập từ các khoản đầu tư trái phiếu doanh nghiệp,Các bên liên quan khác > Thu nhập từ các khoản đầu tư trái phiếu doanh nghiệp,Thu nhập từ các khoản đầu tư trái phiếu doanh nghiệp,-,14.841.666.667,,14841666667.0
