row_label_raw,row_label_full,col_0,Dự phòngchi phí bảo dưỡngVND,Dự phòng hoàn trảtài sản thuêVND,TổngVND,numeric__Dự phòngchi phí bảo dưỡngVND,numeric__Dự phòng hoàn trảtài sản thuêVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.915.553.224.444,291.990.315.177,5.207.543.539.621,4915553224444.0,291990315177.0,5207543539621.0
Dự phòng lập trong năm,Dự phòng lập trong năm,Dự phòng lập trong năm,2.840.102.738.976,151.733.786.930,2.991.836.525.906,2840102738976.0,151733786930.0,2991836525906.0
Giá trị thời gian của dòng tiền đãđược chiết khấu,Giá trị thời gian của dòng tiền đãđược chiết khấu,Giá trị thời gian của dòng tiền đãđược chiết khấu,241.173.031.919,36.407.219.860,277.580.251.779,241173031919.0,36407219860.0,277580251779.0
Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,Dự phòng sử dụng trong năm,(632.601.776.460),-,(632.601.776.460),-632601776460.0,,-632601776460.0
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,(12.880.007.412),-,(12.880.007.412),-12880007412.0,,-12880007412.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,7.351.347.211.467,480.131.321.967,7.831.478.533.434,7351347211467.0,480131321967.0,7831478533434.0
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.467.013.337.869,-,1.467.013.337.869,1467013337869.0,,1467013337869.0
Dải hạn,Dải hạn,Dải hạn,5.884.333.873.598,480.131.321.967,6.364.465.195.565,5884333873598.0,480131321967.0,6364465195565.0
,,,7.351.347.211.467,480.131.321.967,7.831.478.533.434,7351347211467.0,480131321967.0,7831478533434.0
