row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.984.151.301.470,1.633.856.296.348,1984151301470.0,1633856296348.0
Vay ngắn hạn ngân hàng (Thuyết minh số 20.1),Vay ngắn hạn ngân hàng (Thuyết minh số 20.1),Vay ngắn hạn ngân hàng (Thuyết minh số 20.1),1.111.226.892.157,888.330.042.723,1111226892157.0,888330042723.0
Vay dài hạn ngân hàng đến hạn trả(Thuyết minh số 20.2),Vay dài hạn ngân hàng đến hạn trả(Thuyết minh số 20.2),Vay dài hạn ngân hàng đến hạn trả(Thuyết minh số 20.2),870.224.409.313,744.526.253.625,870224409313.0,744526253625.0
Vay dài hạn bên khác đến hạn trả(Thuyết minh số 20.3),Vay dài hạn bên khác đến hạn trả(Thuyết minh số 20.3),Vay dài hạn bên khác đến hạn trả(Thuyết minh số 20.3),2.700.000.000,1.000.000.000,2700000000.0,1000000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,2.635.121.466.692,3.514.618.455.939,2635121466692.0,3514618455939.0
Vay dài hạn ngân hàng (Thuyết minh số 20.2),Vay dài hạn ngân hàng (Thuyết minh số 20.2),Vay dài hạn ngân hàng (Thuyết minh số 20.2),2.576.264.884.219,3.444.961.873.466,2576264884219.0,3444961873466.0
Vay dài hạn bên khác (Thuyết minh số 20.3),Vay dài hạn bên khác (Thuyết minh số 20.3),Vay dài hạn bên khác (Thuyết minh số 20.3),41.288.008.866,52.088.008.866,41288008866.0,52088008866.0
Vay dài hạn bên liên quan (Thuyết minh số 20.4),Vay dài hạn bên liên quan (Thuyết minh số 20.4),Vay dài hạn bên liên quan (Thuyết minh số 20.4),17.568.573.607,17.568.573.607,17568573607.0,17568573607.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.619.272.768.162,5.148.474.752.287,4619272768162.0,5148474752287.0
