row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,,
Công ty TNHH Xi Măng Siam City Nhơn Trạch,Phải thu ngắn hạn của khách hàng > Công ty TNHH Xi Măng Siam City Nhơn Trạch,Công ty TNHH Xi Măng Siam City Nhơn Trạch,Bên liên quan,Bán clinker,9.483.768.800,-,,,9483768800.0,
Công ty TNHH Siam City Cement Việt Nam,Phải thu ngắn hạn của khách hàng > Công ty TNHH Siam City Cement Việt Nam,Công ty TNHH Siam City Cement Việt Nam,Bên liên quan,Bán cát và clinker,9.351.215.500,111.002.100,,,9351215500.0,111002100.0
Công ty Cổ phần Xi Măng Hạ Long,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Xi Măng Hạ Long,Công ty Cổ phần Xi Măng Hạ Long,Bên liên quan,Thanh lý tài sản,1.094.789.400,-,,,1094789400.0,
Công ty Cổ phần Xi Măng Vicem Hải Vân,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Xi Măng Vicem Hải Vân,Công ty Cổ phần Xi Măng Vicem Hải Vân,Bên liên quan,Thanh lý tài sản,750.000.000,-,,,750000000.0,
Công ty TNHH MTV Xi Măng Hạ Long,Phải thu ngắn hạn của khách hàng > Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Bên liên quan,"Bán pozulan, công cụ dụng cụ",595.259.951,-,,,595259951.0,
Công ty Cổ phần Xi Măng Vicem Bìm Sơn,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Xi Măng Vicem Bìm Sơn,Công ty Cổ phần Xi Măng Vicem Bìm Sơn,Bên liên quan,Bán cát,302.750.000,-,,,302750000.0,
Công ty Cổ phần Xi măng Vicem Bút Sơn,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Xi măng Vicem Bút Sơn,Công ty Cổ phần Xi măng Vicem Bút Sơn,Bên liên quan,Bán cát,-,169.636.500,,,,169636500.0
Công ty Cổ phần Vận tải Hà Tiên,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Bên liên quan,Cung cấp dịch vụ,-,11.077.104,,,,11077104.0
,,,,,21.577.783.651,291.715.704,,,21577783651.0,291715704.0
