row_label_raw,row_label_full,Ông Trần Việt Thắng,Chủ tịch,miễn nhiệm ngày 17 tháng 8 năm 2017,numeric__Chủ tịch,numeric__miễn nhiệm ngày 17 tháng 8 năm 2017
Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Phó Chủ tịch,,,
Ông Phạm Đình Nhật Cường,Ông Phạm Đình Nhật Cường,Ông Phạm Đình Nhật Cường,Thành viên,,,
Ông Tô Hải,Ông Tô Hải,Ông Tô Hải,Thành viên,,,
Ông Nguyễn Văn Chuyển,Ông Nguyễn Văn Chuyển,Ông Nguyễn Văn Chuyển,Thành viên,,,
Ông Cái Hồng Thu,Ông Cái Hồng Thu,Ông Cái Hồng Thu,Thành viên,,,
Ông Phạm Văn Thông,Ông Phạm Văn Thông,Ông Phạm Văn Thông,Thành viên,,,
Ông Nguyễn Tuấn Anh,Ông Nguyễn Tuấn Anh,Ông Nguyễn Tuấn Anh,Thành viên,,,
Ông Mai Văn Yên,Ông Mai Văn Yên,Ông Mai Văn Yên,Thành viên,,,
