row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Bên liên quan,Phí gia công xi măng,961.829.750.013,663.529.289.620,,,961829750013.0,663529289620.0
Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Bên liên quan,"Bán cát, pozulan",678.411.092,-,,,678411092.0,
Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Bên liên quan,"Thanh lý tài sản, công cụ dụng cụ",99.837.045,-,,,99837045.0,
Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Bên liên quan,Mua nguyên vật liệu,-,7.786.144.462,,,,7786144462.0
Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Công ty TNHH MTV Xi Măng Hạ Long,Bên liên quan,"Bán clinker, vật tư",-,6.017.443.955,,,,6017443955.0
Công ty Cổ phần Vicem Vật tư Vận tải Xi măng,Công ty Cổ phần Vicem Vật tư Vận tải Xi măng,Công ty Cổ phần Vicem Vật tư Vận tải Xi măng,Bên liên quan,Mua than,543.271.894.781,306.716.956.490,,,543271894781.0,306716956490.0
Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Công ty mẹ,Chi phí tư vấn,113.047.877.640,124.140.754.978,,,113047877640.0,124140754978.0
Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Công ty mẹ,Mua vỏ bao,7.895.266.880,775.716.760,,,7895266880.0,775716760.0
Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Công ty mẹ,Bán xi măng,2.652.681.820,2.229.695.460,,,2652681820.0,2229695460.0
Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Công ty mẹ,Chi phí lãi vay,1.234.011.796,1.250.296.823,,,1234011796.0,1250296823.0
