row_label_raw,row_label_full,col_0,col_1,Số cuối năm,Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Nợ khó đòi đã xử lý (VND),1.395.687.412,1.395.687.412,,1395687412.0,1395687412.0
2.,2.,2.,Ngoại tệ các loại:,,,,,
,,,- Đô la Mỹ (USD),137.606,350.848,,137606.0,350848.0
,,,- Euro (EUR),74,90,,74.0,90.0
